Team,Year,attend,n345,avgstar,pf,pa,confcham,natchamp,yrsrank,wksrank,finpoll,numbowls,expec
East Carolina (NC),2010,1.942084584,1.470206263,4.74212853,4.76149119,7.115838301,0,0,0.454891347,0.719915672,0,0.108209828,-0.248773751
Eastern Michigan,2010,0.621162058,0.26731023,3.914137835,2.27117153,6.556025847,0,0,0,0,0,0,-1.094523227
Florida,2010,3.539313757,3.6086881,7.320190469,3.864976112,3.44595666,0,0,2.439871772,2.159747016,2.170236906,1.623147416,1.594209134
Florida Atlantic,2010,0.548429201,0.133655115,3.932955805,2.012178285,4.366537139,0,0,0,0,0,0,-1.049898208
Florida International,2010,0.77456582,1.336551148,4.760946501,3.725518211,4.416298246,0.111562119,0,0,0,0,0,-0.776896178
Florida St.,2010,2.786919728,3.207722755,6.586289625,4.373001323,3.421076106,1.784993903,0,1.819565389,2.519704852,2.170236906,2.705245694,1.359891859
Fresno St. (CA),2010,1.334217779,2.138481837,5.287849671,3.755402047,4.851707932,0,0,0.578952624,1.079873508,0,0,-0.346919842
Georgia,2010,3.626710496,2.405792066,6.435745863,4.153853193,3.570359427,0,0,2.605286807,0.539936754,0,2.272406383,1.487252504
Georgia Tech,2010,1.816327128,2.138481837,5.965296604,3.36691218,4.080410774,0,0,1.984980425,1.079873508,0,1.9477769,0.483854977
Hawaii,2010,1.458997642,1.470206263,4.497494916,5.518548366,4.441178799,0.446248476,0,0.37218383,1.439831344,2.170236906,0.108209828,-0.385279555
Houston (TX),2010,1.240681761,2.673102296,5.287849671,4.502497945,4.801946825,0,0,1.033843971,0.89989459,0,0.541049139,-0.279619591
Idaho,2010,0.497789928,1.202896033,4.478676945,3.446602409,4.578021844,0,0,0,0,0,0,-0.970311038
Illinois,2010,2.118950557,1.603861378,4.930308234,4.213620865,3.794284409,0,0,1.530089077,0.539936754,0,0.757468794,0.120960783
Indiana,2010,1.640516954,1.470206263,4.591584767,3.247376837,5.075632914,0,0,0,0,0,0.324629483,-0.352081643
Iowa,2010,2.760133703,2.272136952,5.645391107,3.745440769,2.749301162,0,0,1.77821163,2.519704852,2.170236906,1.082098278,0.813231872
Iowa St.,2010,1.775111843,2.405792066,5.099669967,2.589932446,4.304335755,0,0,0,0,0,0.108209828,-0.207833462
Kansas,2010,1.753839438,1.871171607,5.438393434,2.042062121,5.137834297,0,0,0,0,0,0.324629483,-0.128916046
Kansas St.,2010,1.94798924,1.871171607,5.532483285,4.353078766,4.702424611,0,0,1.07519773,1.79978918,0,0.649258967,0.193186491
Kent St. (OH),2010,0.631602742,0.668275574,4.027045657,2.550087332,3.421076106,0,0,0,0,0,0,-0.959123094
Kentucky,2010,2.583580559,2.539447181,5.212577789,4.044279128,4.59046212,0,0,0.992490212,0.179978918,0,0.541049139,0.296675603
Louisiana-Lafayette,2010,0.67973938,0.133655115,3.838865953,2.669622675,5.523482877,0,0,0,0,0,0,-1.046731633
Louisiana-Monroe,2010,0.818596571,0.400965344,4.008227686,2.49031966,4.839267655,0,0,0,0,0,0,-0.92337345
Louisiana St.,2010,3.625615593,3.875998329,6.755651359,3.845053555,2.94834559,0,0,2.52257929,2.519704852,2.170236906,3.138085005,1.903831533
Louisiana Tech,2010,0.761935329,1.202896033,4.760946501,3.197570443,4.578021844,0,0,0,0,0,0,-0.788404398
Louisville (KY),2010,1.980523507,2.806757411,5.381939522,3.416718573,3.134949741,0,0,0,0,0,0.324629483,0.035303668
Marshall (WV),2010,1.057598302,1.202896033,4.459858975,2.49031966,4.291895478,0,0,0,0,0,0,-0.700182895
Maryland,2010,1.531613188,2.539447181,5.833570811,4.17377575,3.582799704,0,0,1.612796595,1.619810262,2.170236906,0.757468794,0.108328705
Massachusetts,2010,0.508543441,0.133655115,2.822695554,2.908693363,3.44595666,0,0,0,0,0,0,-1.262421817
Memphis (TN),2010,0.935281971,1.871171607,4.666856649,1.723301205,5.946452286,0,0,0,0,0,0,-0.772660376
Miami (FL),2010,2.055876311,3.34137787,5.908842692,3.406757295,3.346434446,0,0,2.109041701,2.159747016,0,2.380616211,0.782188902
Miami (OH),2010,0.606850109,0.668275574,4.17758942,3.008306149,4.043089944,2.677490855,0,0.330830071,0.539936754,2.170236906,0,-0.924624657
Michigan,2010,4.372769729,3.475032985,6.002932544,4.243504701,5.697646751,0,0,3.018824396,2.159747016,0,2.705245694,1.886997397
Michigan St.,2010,2.876310755,2.272136952,5.739480959,3.815169719,3.607680257,1.004059071,0,2.191749219,2.519704852,2.170236906,0.865678622,0.808867715
Middle Tennessee St.,2010,0.74390853,1.202896033,4.610402738,3.426679852,4.540701013,0,0,0,0,0,0,-0.826177194
Minnesota,2010,1.936140823,2.673102296,5.419575463,2.769235462,4.926349593,0,0,0,0,0,0.216419656,-0.063874446
Mississippi,2010,2.185817861,3.207722755,6.172294278,3.655789261,5.249796788,0,0,0,0,0,1.839567072,0.561716805
Mississippi St.,2010,2.150663647,2.539447181,5.494847345,3.755402047,3.209591401,0,0,1.406027801,2.339725934,2.170236906,0.757468794,0.393777111
Missouri,2010,2.406440859,3.07406764,6.209930218,3.864976112,2.600017841,2.008118141,0,1.736857872,2.519704852,2.170236906,1.082098278,0.766028772
Navy (MD),2010,1.276852671,0.534620459,3.594232338,3.845053555,3.769403855,0,0,1.07519773,1.439831344,2.170236906,0.541049139,-0.533818335
Nebraska,2010,3.349778189,2.405792066,6.097022396,4.303272372,3.02298725,5.689668066,0,2.52257929,2.519704852,2.170236906,3.570924316,1.735116749
Nevada,2010,0.765493764,1.202896033,4.365769123,5.717773939,3.732083025,1.561869665,0,0.206768794,2.519704852,2.170236906,0,-0.665356212
Nevada-Las Vegas,2010,0.806005184,0.801930689,4.234043331,2.380745595,6.419182803,0,0,0,0,0,0,-0.937700883
New Mexico,2010,0.816797801,0.801930689,4.535130856,1.892642942,6.618227231,0,0,0,0,0,0,-0.878342331
New Mexico St.,2010,0.621983235,1.069240918,4.478676945,1.872720384,5.896691179,0,0,0,0,0,0,-0.956958814
North Carolina,2010,2.277789731,2.673102296,5.908842692,3.277260672,3.756963578,0,0,1.902272907,0.719915672,0,0.865678622,0.432479743
North Carolina St.,2010,2.22410037,1.871171607,5.739480959,4.123969357,3.44595666,0,0,0,0,0,0.757468794,0.309747767
North Texas,2010,0.692839115,1.069240918,4.441041005,2.85888697,4.428738523,0,0,0,0,0,0,-0.880797649
Northern Illinois,2010,0.69448147,1.069240918,4.365769123,5.299400236,3.296673339,1.227183308,0,0.330830071,1.259852426,2.170236906,0.108209828,-0.745778447
Northwestern (IL),2010,1.425290265,2.138481837,5.532483285,3.416718573,4.689984334,0,0,1.406027801,2.159747016,0,0.216419656,-0.125998669
Notre Dame (IN),2010,3.159382341,2.940412526,6.379291951,3.406757295,3.271792785,0,0,3.184239431,1.079873508,2.170236906,2.380616211,1.326926927
Ohio,2010,0.744768811,0.133655115,3.876501894,3.556176474,3.844045516,0,0,0.206768794,0.359957836,0,0,-0.926141831
Ohio St.,2010,4.116757894,2.272136952,6.247566159,5.020484434,2.313891475,4.127798401,0,3.22559319,2.519704852,2.170236906,3.138085005,2.054232405
Oklahoma,2010,3.313568176,3.875998329,6.680379477,5.189826171,3.794284409,4.797171115,0,2.853409361,2.519704852,2.170236906,3.679134144,1.834351007
Oklahoma St.,2010,1.986936512,3.6086881,6.002932544,5.727735218,4.267014925,1.115621189,0,0.992490212,2.519704852,2.170236906,0.865678622,0.42007865
Oregon,2010,2.322680763,2.673102296,6.379291951,6.086341249,3.02298725,1.115621189,0,1.695504113,2.519704852,2.170236906,1.190308105,0.77077267
Oregon St.,2010,1.779569663,2.138481837,5.852388781,2.918654641,4.005769113,0,0,0.992490212,1.79978918,0,0.432839311,0.153720193
Penn St.,2010,4.075933645,2.539447181,6.680379477,3.177647886,3.831605239,0,0,2.481225531,1.439831344,0,2.272406383,1.801500898
Pittsburgh (PA),2010,2.0398438,3.07406764,5.890024722,3.406757295,3.072748357,0.223124238,0,1.902272907,1.439831344,0,1.298517933,0.486803556
Purdue (IN),2010,1.879440478,1.871171607,4.949126204,2.350861759,4.291895478,0,0,1.654150354,0.179978918,0,0.432839311,-0.103176971
Rice (TX),2010,0.999920364,1.069240918,4.70449259,3.426679852,5.747407858,0,0,0,0,0,0.649258967,-0.581237558
Rutgers (NJ),2010,1.806394792,2.138481837,5.174941849,2.49031966,3.956008006,0,0,0,0,0,0,-0.190257894
San Diego St. (CA),2010,1.334726127,2.138481837,4.949126204,4.532381781,3.570359427,0,0,0.537598865,1.439831344,2.170236906,0.108209828,-0.322391178
San Jose St. (CA),2010,0.565986757,0.801930689,4.19640739,2.081907236,5.610564814,0,0,0,0,0,0,-1.030839149
South Carolina,2010,2.998001427,2.272136952,5.720662989,4.313233651,4.030649667,0.223124238,0,1.44738156,2.519704852,2.170236906,0.216419656,0.701494277
South Florida,2010,1.597346485,2.004826722,5.363121552,3.117880214,3.234471955,0,0,0.37218383,0.719915672,0,0,-0.176654847
Southern California,2010,3.124658267,2.673102296,7.90354755,4.014395292,4.316776032,0,0,3.184239431,1.979768098,0,4.003763627,2.011751826
Southern Methodist (TX),2010,0.919523185,2.138481837,4.930308234,3.58606031,4.466059353,1.450307546,0,0,0,0,0.541049139,-0.553794315
Southern Mississippi,2010,1.149648379,2.806757411,5.419575463,4.771452468,4.777066272,0,0,0.7030139,0.89989459,0,0,-0.417036889
Stanford (CA),2010,1.56578981,2.806757411,5.890024722,5.219710007,2.811502545,0,0,1.819565389,2.519704852,2.170236906,1.839567072,0.468089906
Syracuse (NY),2010,1.566650091,1.603861378,4.478676945,2.868848248,3.122509464,0,0,1.44738156,1.079873508,0,1.082098278,-0.098020023
Temple (PA),2010,0.802212126,0.935585804,4.290497242,2.988383592,2.848823376,0,0,0.413537588,1.439831344,0,0.108209828,-0.682532897
Tennessee,2010,3.90180493,2.940412526,6.473381803,3.496408803,4.05553022,0,0,2.729348084,0.179978918,0,2.92166535,1.729849339
Texas,2010,3.935942448,3.34137787,7.37664438,2.838964412,3.533038597,0,0,2.894763119,1.439831344,0,3.354504661,2.131075999
Texas-El Paso,2010,1.147693195,1.069240918,4.328133182,3.36691218,4.441178799,0,0,0.165415035,0.179978918,0,0,-0.677201933
Texas A&M,2010,3.225154741,2.940412526,6.191112248,4.044279128,3.545478874,2.231242379,0,2.109041701,1.619810262,2.170236906,1.839567072,1.225306781
Texas Christian,2010,1.660577146,2.405792066,5.852388781,5.389051744,1.940683173,1.784993903,0,1.364674042,2.519704852,2.170236906,1.298517933,0.413005319
Texas Tech,2010,2.233133321,2.673102296,5.645391107,4.283349815,5.000991253,0,0,1.364674042,0.719915672,0,0.541049139,0.242038002
Toledo (OH),2010,0.755991569,1.871171607,4.817400412,3.615944146,4.615342674,0,0,0,0,0,0,-0.781033845
Troy (AL),2010,0.740897546,1.336551148,4.309315212,4.412846437,4.889028762,2.231242379,0,0,0,0,0,-0.900645064
Tulane (LA),2010,0.907987598,0.400965344,4.008227686,2.978422313,5.54836343,0,0,0,0,0,0.324629483,-0.832297284
Tulsa (OK),2010,0.796894025,2.272136952,5.043216056,5.359167908,4.901469039,4.127798401,0,0.661660142,0.89989459,2.170236906,0.324629483,-0.590882555
UCLA,2010,2.360924168,3.07406764,6.793287299,2.410629431,4.528260737,0,0,2.770701843,0.359957836,0,1.731357244,0.795339969
Utah,2010,1.777614479,2.673102296,5.814752841,4.283349815,3.284233062,0,0,0.7030139,2.519704852,2.170236906,0.216419656,0.170392739
Utah St.,2010,0.699095705,0.534620459,4.045863627,2.629777561,5.038312083,0,0,0,0,0,0,-0.978948902
Vanderbilt (TN),2010,1.300940542,2.405792066,5.25021373,2.022139564,4.652663504,0,0,0,0,0,0.108209828,-0.412961021
Virginia,2010,1.777614479,1.737516492,5.23139576,3.028228706,4.217253818,0,0,1.116551489,0.179978918,0,0.541049139,-0.066972526
Virginia Tech,2010,2.58995446,2.673102296,6.115840366,4.721646075,3.582799704,1.227183308,0,1.199259007,2.519704852,2.170236906,1.298517933,0.848621309
Wake Forest (NC),2010,1.191645739,1.737516492,5.156123878,2.719429069,5.349319002,0,0,0,0,0,0.108209828,-0.507523944
Washington,2010,2.591166674,3.875998329,5.833570811,2.829003134,4.739745441,0,0,2.233102978,0.719915672,2.170236906,1.623147416,0.702211931
Washington St.,2010,0.959291634,1.871171607,4.629220708,2.34090048,5.349319002,0,0,0,0,0,0.432839311,-0.650841749
West Virginia,2010,2.202515135,2.405792066,5.927660663,3.257338115,2.189488708,1.561869665,0,1.612796595,2.519704852,2.170236906,1.082098278,0.626620684
Western Kentucky,2010,0.570014436,0.668275574,4.290497242,2.729390347,4.951230146,0,0,0,0,0,0,-0.987223982
Western Michigan,2010,0.557423049,0.801930689,4.234043331,3.864976112,3.55791915,0,0,0,0,0,0,-0.956814504
Wisconsin,2010,3.122898601,2.806757411,5.419575463,5.369129187,3.321553892,1.338745427,0,1.943626666,2.519704852,2.170236906,0.97388845,0.894525838
Wyoming,2010,0.813004743,0.801930689,4.252861301,2.291094087,4.528260737,0,0,0,0,0,0.216419656,-0.816880973
Air Force (CO),2011,1.389726071,0.913703918,4.129335301,4.239316698,4.798273403,0,0,1.04927285,0.532434603,0,0.216820176,-0.522039349
Akron (OH),2011,0.619379373,0.522116525,4.148452594,1.587409336,6.007594341,0,0,0,0,0,0,-1.014742727
Alabama,2011,4.008251374,2.871640885,7.474861586,4.229978996,1.378365801,0,11.26942767,3.021905807,2.484694816,2.130325565,4.119583352,2.460506965
Appalachian St. (NC),2011,1.031813445,0.130529131,0.783809015,3.21216948,3.718986973,0,0,0,0,0,0,-1.377795089
Arizona,2011,1.927067398,2.088466098,5.37195935,3.44561203,5.526466656,0,0,1.04927285,0.177478201,0,0.325230265,-0.087999133
Arizona St.,2011,2.322849793,1.17476218,5.046965368,4.024549553,4.837283755,0,0,1.804749302,1.952260213,0,0.975690794,0.397881095
Arkansas,2011,2.637105897,3.654815672,5.869008969,4.463421545,3.757997326,0,0,2.182487527,2.484694816,2.130325565,2.276611853,1.068210497
Arkansas St.,2011,0.83679594,0.913703918,4.396977404,3.940510235,3.510931758,1.631333928,0,0.167883656,0.887391006,2.130325565,0,-0.689810035
Army (NY),2011,1.311663957,0.130529131,3.785224026,2.782635189,4.408169874,0,0,0,0,0,0.108410088,-0.693627266
Auburn (AL),2011,3.37725913,3.132699147,6.920460087,3.118792461,4.889297559,0,0,2.476283925,2.484694816,2.130325565,1.517741235,1.400501594
Ball St. (IN),2011,0.593004377,0.261058262,4.014631542,2.838661401,5.409435598,0,0,0,0,0,0,-1.032809228
Baylor (TX),2011,1.628478829,2.218995229,5.639601452,5.499906465,6.293670262,0,0,1.46898199,2.307216615,2.130325565,0.758870618,0.140176274
Boise St. (ID),2011,1.339141191,1.435820443,4.932261609,5.369178637,3.159838582,0,0,0.671534624,2.484694816,2.130325565,0.325230265,-0.097443389
Boston College (MA),2011,1.405708531,1.696878705,5.238138298,2.035619031,3.666973169,0,0,0,0,0,0.433640353,-0.288936128
Bowling Green (OH),2011,0.590760534,0.913703918,4.37786011,2.969389229,4.499194031,0,0,0,0,0,0,-0.938240699
Brigham Young (UT),2011,2.3723718,1.305291311,4.932261609,3.651041473,3.445914503,0,0,1.343069248,1.419825609,2.130325565,0.216820176,0.217834556
Buffalo (NY),2011,0.709369283,0.261058262,4.033748835,2.483828726,4.590218187,0,0,0,0,0,0,-0.950749805
California,2011,1.482392846,2.871640885,6.595466105,3.436274328,4.0830836,0,0,1.552923818,0.532434603,0,0.867280706,0.138665446
Central Florida,2011,1.349573092,2.871640885,5.467545815,3.034753143,2.86075921,0,0,0.20985457,0.354956402,0,0.108410088,-0.276138322
Central Michigan,2011,0.601940383,0.522116525,4.110218008,2.530517236,5.201380382,0,0,0,0,0,0,-1.004571563
Cincinnati (OH),2011,1.271235419,2.741111754,5.582249573,4.043224956,3.432911052,2.175111904,0,0.545621882,1.952260213,2.130325565,0.216820176,-0.101297979
Clemson (SC),2011,3.068907876,3.263228278,6.385175882,4.38871993,5.331414892,3.443927182,0,2.014603872,2.484694816,2.130325565,1.734561412,1.194154402
Colorado,2011,1.98225806,1.696878705,5.12343454,2.399789408,6.176639204,0,0,0,0,0,1.084100882,0.013991755
Colorado St.,2011,0.860808996,1.435820443,4.607267627,2.399789408,4.876294108,0,0,0,0,0,0,-0.78473133
Connecticut,2011,1.443460203,1.044233049,4.779323265,2.717271276,3.797007679,0,0,0,0,0,0.108410088,-0.430757596
Duke (NC),2011,0.960246666,1.435820443,4.87490973,2.521179534,4.863290657,0,0,1.427011076,0.177478201,0,0.758870618,-0.505616318
East Carolina (NC),2011,1.968755637,1.17476218,4.549915748,2.941376123,5.03233552,0,0,0,0,0,0.108410088,-0.272758131
Eastern Michigan,2011,0.167973292,0.130529131,3.919045077,2.381114004,3.797007679,0,0,0,0,0,0,-1.193510954
Florida,2011,3.505945488,2.480053492,6.843990915,3.090779355,3.432911052,0,0,2.476283925,1.419825609,2.130325565,1.626151323,1.391238829
Florida Atlantic,2011,0.691457905,0.261058262,3.976396956,1.447343807,5.409435598,0,0,0,0,0,0,-0.995085607
Florida International,2011,0.724761258,1.305291311,4.62638492,3.034753143,3.289873092,0,0,0.041970914,0.177478201,0,0,-0.773136275
Florida St.,2011,3.064302093,3.654815672,6.786639036,3.716405387,2.548676387,0,0,1.846720216,2.307216615,2.130325565,2.710252206,1.543060078
Fresno St. (CA),2011,1.153335252,0.522116525,4.282273645,3.464287434,5.942577087,0,0,0,0,0,0,-0.745031895
Georgia,2011,3.64577233,3.263228278,6.843990915,4.183290486,3.744993875,3.262667856,0,2.644167581,2.484694816,2.130325565,2.276611853,1.707818594
Georgia Tech,2011,1.898684753,2.480053492,5.56313228,4.164615082,4.408169874,0,0,2.014603872,2.484694816,0,1.951381588,0.585289511
Hawaii,2011,1.251237661,1.17476218,4.320508231,3.819120109,4.915304461,0,0,0.377738226,0.354956402,0,0.108410088,-0.597136669
Houston (TX),2011,1.249111915,2.088466098,5.219021005,6.443014365,4.0830836,2.175111904,0,1.04927285,2.484694816,2.130325565,0.542050441,-0.067478008
Idaho,2011,0.471600666,0.652645656,4.263156352,2.269061581,5.188376931,0,0,0,0,0,0,-1.03518632
Illinois,2011,1.950489968,2.871640885,5.448428522,2.745284382,3.315879994,0,0,1.552923818,1.242347408,0,0.758870618,0.221804005
Indiana,2011,1.628951217,1.696878705,5.104317247,2.399789408,5.825546028,0,0,0,0,0,0.325230265,-0.302882714
Iowa,2011,2.778625462,2.610582623,5.735187918,3.342897308,4.031069796,0,0,1.804749302,1.064869207,0,1.084100882,0.678952461
Iowa St.,2011,2.111849829,1.957936967,5.066082661,2.754622084,4.967318265,0,0,0.503650968,0.709912805,0,0.108410088,-0.028501428
Kansas,2011,1.664498412,3.002170016,5.601366866,2.50250413,6.826811752,0,0,0,0,0,0.325230265,-0.226065366
Kansas St.,2011,1.930098554,2.218995229,5.12343454,3.856470917,4.720252697,0,0,1.091243764,1.952260213,2.130325565,0.650460529,0.166888318
Kent St. (OH),2011,0.45612996,0.130529131,3.93816237,1.914228905,3.784004228,0,0,0,0,0,0,-1.058466442
Kentucky,2011,2.362215458,2.871640885,5.658718745,1.774163376,3.849021483,0,0,0,0,0,0.542050441,0.241699657
Louisiana-Lafayette,2011,1.148335813,0.913703918,4.301390938,3.921834831,5.045338971,0,0,0,0,0,0,-0.715753604
Louisiana-Monroe,2011,0.610640195,0.391587393,4.091100715,2.754622084,3.966052541,0,0,0,0,0,0,-0.965573078
Louisiana St.,2011,3.655810575,2.741111754,6.958694673,4.668850989,2.054545251,3.262667856,0,2.560225753,2.484694816,2.130325565,3.143892558,1.973306573
Louisiana Tech,2011,0.847070379,2.218995229,5.12343454,3.651041473,3.914038738,4.531483134,0,0.251825484,0.354956402,0,0,-0.624649794
Louisville (KY),2011,1.910730647,2.480053492,6.021947313,2.661245064,3.393900699,1.450074603,0,0.713505538,0.532434603,0,0.325230265,0.132190554
Marshall (WV),2011,1.018547216,2.34952436,5.008730781,2.651907362,4.837283755,0,0,0,0,0,0,-0.637511034
Maryland,2011,1.66733274,2.088466098,5.37195935,2.586543448,5.344418343,0,0,1.636865646,0.532434603,0,0.758870618,-0.066186451
Massachusetts,2011,0.393853478,0.130529131,2.7528902,2.586543448,3.992059443,0,0,0,0,0,0,-1.312469029
Memphis (TN),2011,0.790383821,2.218995229,4.951378902,1.820851886,5.474452852,0,0,0,0,0,0,-0.771820987
Miami (FL),2011,1.915297064,1.957936967,5.849891676,2.969389229,3.13383168,0,0,2.140516613,0.532434603,0,2.385021941,0.554517116
Miami (OH),2011,0.636700265,0.261058262,4.052866128,2.390451706,3.575949013,0,0,0,0,0,0,-0.948604823
Michigan,2011,4.416000931,2.480053492,6.213120244,4.043224956,2.938779916,0,0,3.063876721,2.484694816,2.130325565,2.710252206,2.060232951
Michigan St.,2011,2.91612973,2.480053492,5.735187918,4.052562658,3.341886896,1.812593253,0,2.224458441,2.484694816,2.130325565,0.867280706,0.879656829
Middle Tennessee St.,2011,0.724603795,1.044233049,4.588150334,2.493166428,5.734521871,0,0,0,0,0,0,-0.877035715
Minnesota,2011,1.878293339,2.480053492,5.333724763,2.063632137,4.941311363,0,0,0,0,0,0.216820176,-0.142772144
Mississippi,2011,2.223687683,3.524286541,6.232237537,1.802176482,5.006328618,0,0,0,0,0,1.8429715,0.528970165
Mississippi St.,2011,2.20246959,2.871640885,5.830774383,3.072103951,3.328883445,0,0,1.427011076,0.709912805,2.130325565,0.758870618,0.34548474
Missouri,2011,2.444410967,2.218995229,5.849891676,3.987198745,3.979055992,0,0,1.762778388,1.774782011,2.130325565,1.084100882,0.631405127
Navy (MD),2011,1.362485031,0.652645656,4.052866128,3.324221904,4.512197482,0,0,1.091243764,0.354956402,0,0.542050441,-0.489963066
Nebraska,2011,3.356592156,2.34952436,6.74840445,3.53898905,3.95304909,0,0,2.560225753,2.484694816,2.130325565,3.577532911,1.832462569
Nevada,2011,0.621032731,0.522116525,4.148452594,3.847133215,4.252128462,0,0,0,0,0,0,-0.959172915
Nevada-Las Vegas,2011,0.834512732,0.783174787,4.320508231,1.932904309,6.306673713,0,0,0,0,0,0,-0.894386973
New Mexico,2011,0.788376172,0.913703918,4.607267627,1.344629085,6.501725478,0,0,0,0,0,0,-0.868443308
New Mexico St.,2011,0.595917436,0.522116525,4.205804473,2.978726931,6.215649557,0,0,0,0,0,0,-1.02130909
North Carolina,2011,2.204477239,3.002170016,6.270472123,3.39892352,4.200114659,0,0,1.930662044,1.419825609,0,0.867280706,0.505540192
North Carolina St.,2011,2.215775185,1.827407836,5.257255591,3.426936626,4.174107757,0,0,0,0,0,0.758870618,0.137417232
North Texas,2011,0.742593904,0.652645656,4.282273645,2.782635189,4.785269952,0,0,0,0,0,0,-0.895769017
Northern Illinois,2011,0.744129165,0.913703918,4.43521199,5.00500826,5.513463205,2.175111904,0,0.335767312,0.887391006,2.130325565,0.108410088,-0.764068062
Northwestern (IL),2011,1.316466568,1.957936967,5.505780401,3.510975944,4.681242344,0,0,1.427011076,0.709912805,0,0.216820176,-0.276774885
Notre Dame (IN),2011,3.180548902,2.871640885,6.652817984,3.548326752,3.497928307,0,0,3.231760377,2.307216615,2.130325565,2.385021941,1.471465656
Ohio,2011,0.783022442,0.783174787,4.301390938,3.987198745,4.031069796,2.537630555,0,0.20985457,0.709912805,2.130325565,0,-0.768612079
Ohio St.,2011,4.142488291,2.871640885,6.557231519,2.969389229,3.549942111,0,0,3.273731291,1.774782011,0,3.143892558,1.992122902
Oklahoma,2011,3.352419395,2.218995229,6.977811966,4.799578817,3.731990424,0,0,2.895993065,2.484694816,2.130325565,3.685943,1.903252763
Oklahoma St.,2011,2.252857641,3.132699147,5.658718745,5.910765352,4.525200933,1.993852579,0,1.007301936,2.484694816,2.130325565,0.867280706,0.526794895
Oregon,2011,2.336116022,3.002170016,6.824873622,6.022817776,4.48619058,1.993852579,0,1.720807474,2.484694816,2.130325565,1.19251097,0.851626194
Oregon St.,2011,1.669891508,2.088466098,5.180786419,2.446477918,4.811276854,0,0,0,0,0,0.433640353,-0.215078091
Penn St.,2011,3.992741302,1.696878705,5.964595434,2.343763196,2.834752308,0.906296627,0,2.518254839,2.484694816,2.130325565,2.276611853,1.731492772
Pittsburgh (PA),2011,1.810938686,1.566349574,5.161669126,2.941376123,3.862024934,0,0,1.930662044,0.354956402,0,1.300921059,0.10296339
Purdue (IN),2011,1.780312199,1.435820443,5.219021005,3.268195692,4.538204383,0,0,0,0,0,0.433640353,-0.149242456
Rice (TX),2011,0.682167608,1.696878705,5.12343454,2.614556554,5.201380382,0,0,0,0,0,0.650460529,-0.640521456
Rutgers (NJ),2011,1.722680865,2.480053492,5.658718745,3.202831778,3.094821327,0,0,0.587592796,1.419825609,2.130325565,0,0.020806527
San Diego St. (CA),2011,1.569312234,1.696878705,4.913144316,3.613690665,4.226121561,0,0,0.545621882,0.354956402,0,0.108410088,-0.321314639
San Jose St. (CA),2011,0.717006222,0.783174787,4.320508231,2.745284382,4.733256148,0,0,0,0,0,0,-0.89871644
South Carolina,2011,3.115044435,4.176932196,6.213120244,3.651041473,3.107824778,0,0,1.46898199,2.484694816,2.130325565,0.216820176,0.925649699
South Florida,2011,1.753740375,2.218995229,5.467545815,3.277533394,3.53693866,0,0,0.377738226,1.242347408,0,0,-0.034637601
Southern California,2011,2.944787934,3.654815672,6.633700691,4.005874149,3.67997662,0,0,3.231760377,2.484694816,2.130325565,4.011173264,1.725881597
Southern Methodist (TX),2011,0.822506204,2.741111754,5.37195935,3.137467865,3.901035287,0,0,1.25912742,0.709912805,0,0.542050441,-0.431798924
Southern Mississippi,2011,1.117984885,1.957936967,4.970496195,4.818254221,3.784004228,1.631333928,0,0.713505538,1.952260213,2.130325565,0,-0.341837979
Stanford (CA),2011,1.968165152,2.34952436,6.346941295,5.23845081,3.705983522,2.356371229,0,1.846720216,2.484694816,2.130325565,1.8429715,0.760398854
Syracuse (NY),2011,1.594466894,1.566349574,4.702854092,2.707933574,4.447180227,0,0,1.46898199,0.354956402,0,1.084100882,-0.145369365
Temple (PA),2011,1.104600559,0.522116525,4.18668718,3.716405387,2.353624623,0,0,0.41970914,0.354956402,2.130325565,0.108410088,-0.608604673
Tennessee,2011,3.725645265,3.39375741,6.518996933,2.278399283,3.523935209,0,0,2.770080323,0.887391006,0,2.927072382,1.64738593
Texas,2011,3.957194106,2.871640885,7.207219483,3.408261222,3.757997326,0,0,2.937963979,2.484694816,2.130325565,3.360712735,2.149920694
Texas-El Paso,2011,1.043111391,0.261058262,4.014631542,2.978726931,4.733256148,0,0,0,0,0,0,-0.806907885
Texas A&M,2011,3.43201677,2.34952436,5.639601452,4.743552605,4.75926305,0,0,2.140516613,2.129738414,2.130325565,1.8429715,1.221886562
Texas Christian,2011,1.32607179,3.263228278,5.888126262,4.95831975,3.627962817,3.081408531,0,1.385040162,2.484694816,2.130325565,1.300921059,0.269032473
Texas Tech,2011,2.178771459,3.263228278,6.021947313,3.791107003,6.1246254,0,0,1.385040162,1.419825609,0,0.542050441,0.317696847
Toledo (OH),2011,0.872225039,1.044233049,4.683736799,5.126398386,5.357421794,3.081408531,0,0,0,0,0,-0.780421317
Troy (AL),2011,0.704566672,0.391587393,4.091100715,2.511841832,5.253394186,0,0,0,0,0,0,-0.963038649
Tulane (LA),2011,0.776527107,0.652645656,4.263156352,2.558530342,6.332680615,0,0,0,0,0,0.325230265,-0.862089766
Tulsa (OK),2011,0.887341454,1.566349574,4.817557851,4.015211851,4.616225089,0,0,0.671534624,0.887391006,0,0.325230265,-0.553461138
UCLA,2011,2.229828727,1.696878705,5.735187918,3.016077739,5.708514969,3.443927182,0,0,0,0,1.734561412,0.394561051
