Coach,Year,Rating,Rank,Team,Win,Loss,Tie,Pct,PF,PA,Delta,Job_End_Category,Job_End_Performance,avg_team_elo,resid_elo,years_coached,Max,Num_Teams
Chan Gailey,2004,1532.28603481861,62,Georgia Tech,7,5,0,0.58333,264,227,37,5,1,1531.0374879400613,1.2485468785487228,4,7,2
Chan Gailey,2005,1544.56593499361,45,Georgia Tech,7,5,0,0.58333,222,241,-19,5,1,1531.0374879400613,13.528447053548689,5,7,2
Chan Gailey,2006,1557.7135650866,39,Georgia Tech,9,5,0,0.64286,349,257,92,5,1,1531.0374879400613,26.676077146538773,6,7,2
Chan Gailey,2007,1538.03408233429,50,Georgia Tech,7,5,0,0.58333,313,231,82,5,1,1531.0374879400613,6.996594394228623,7,7,2
Charley Molnar,2012,1401.00668349685,2071,Massachusetts,1,11,0,0.08333,152,482,-330,5,1,1492.7781714701653,-91.77148797331529,0,1,1
Charley Molnar,2013,1367.96858054637,2108,Massachusetts,1,11,0,0.08333,140,396,-256,5,1,1492.7781714701653,-124.80959092379521,1,1,1
Charlie Partridge,2014,1449.40378546815,2073,Florida Atlantic,3,9,0,0.25,288,413,-125,0,NA,1461.5411182865082,-12.137332818358118,0,1,1
Charlie Partridge,2015,1419.5626674075,2117,Florida Atlantic,3,9,0,0.25,270,345,-75,0,NA,1461.5411182865082,-41.97845087900828,1,1,1
Charlie Strong,2004,1530.62030515069,66,Florida,0,1,0,0,10,27,-17,6,0,1541.4195742965935,-10.799269145903509,0,6,3
Charlie Strong,2010,1501.38978072201,120,Louisville (KY),7,6,0,0.53846,343,252,91,2,0,1497.1740084460023,4.215772276007783,1,6,3
Charlie Strong,2011,1496.62246107765,1898,Louisville (KY),7,6,0,0.53846,285,261,24,2,0,1497.1740084460023,-0.5515473683522032,2,6,3
Charlie Strong,2012,1574.57898195943,33,Louisville (KY),11,2,0,0.84615,405,309,96,2,0,1497.1740084460023,77.40497351342765,3,6,3
Charlie Strong,2013,1635.68477875703,14,Louisville (KY),12,1,0,0.92308,457,158,299,2,0,1497.1740084460023,138.51077031102773,4,6,3
Charlie Strong,2014,1584.80183257102,31,Texas,6,7,0,0.46154,278,310,-32,0,NA,1579.9836073022566,4.818225268763399,5,6,3
Charlie Strong,2015,1542.92103193028,57,Texas,5,7,0,0.41667,317,364,-47,0,NA,1579.9836073022566,-37.06257537197666,6,6,3
Charlie Weatherbie,1992,1473.39782269662,1718,Utah St.,5,6,0,0.45455,300,328,-28,NA,NA,1482.7884106955432,-9.390587998923138,0,16,3
Charlie Weatherbie,1993,1495.84393516521,1661,Utah St.,7,5,0,0.58333,363,354,9,NA,NA,1482.7884106955432,13.055524469666807,1,16,3
Charlie Weatherbie,1994,1469.36936630646,1753,Utah St.,3,8,0,0.27273,209,313,-104,NA,NA,1482.7884106955432,-13.419044389083183,2,16,3
Charlie Weatherbie,1995,1450.65207536694,1786,Navy (MD),5,6,0,0.45455,223,189,34,5,1,1495.13819738687,-44.48612201993001,3,16,3
Charlie Weatherbie,1996,1510.52526492357,76,Navy (MD),9,3,0,0.75,392,309,83,5,1,1495.13819738687,15.387067536699988,4,16,3
Charlie Weatherbie,1997,1509.24643924838,86,Navy (MD),7,4,0,0.63636,398,209,189,5,1,1495.13819738687,14.108241861510123,5,16,3
Charlie Weatherbie,1998,1440.78418018302,1827,Navy (MD),3,8,0,0.27273,255,376,-121,5,1,1495.13819738687,-54.354017203849935,6,16,3
Charlie Weatherbie,1999,1452.21197253945,1837,Navy (MD),5,7,0,0.41667,326,306,20,5,1,1495.13819738687,-42.92622484741992,7,16,3
Charlie Weatherbie,2000,1390.2850032867,1882,Navy (MD),1,10,0,0.09091,182,391,-209,5,1,1495.13819738687,-104.85319410016996,8,16,3
Charlie Weatherbie,2001,1343.15040068883,1905,Navy (MD),0,7,0,0,122,242,-120,5,1,1495.13819738687,-151.98779669804003,9,16,3
Charlie Weatherbie,2003,1354.9466256019,1933,Louisiana-Monroe,1,11,0,0.08333,239,467,-228,5,1,1463.4780673025527,-108.53144170065275,10,16,3
Charlie Weatherbie,2004,1409.00567539168,1936,Louisiana-Monroe,5,6,0,0.45455,211,303,-92,5,1,1463.4780673025527,-54.47239191087283,11,16,3
Charlie Weatherbie,2005,1443.1436474732,1927,Louisiana-Monroe,5,6,0,0.45455,239,339,-100,5,1,1463.4780673025527,-20.334419829352782,12,16,3
Charlie Weatherbie,2006,1416.32872259677,1961,Louisiana-Monroe,4,8,0,0.33333,262,267,-5,5,1,1463.4780673025527,-47.14934470578282,13,16,3
Charlie Weatherbie,2007,1442.14714150844,1963,Louisiana-Monroe,6,6,0,0.5,282,332,-50,5,1,1463.4780673025527,-21.330925794112773,14,16,3
Charlie Weatherbie,2008,1424.00983798915,1982,Louisiana-Monroe,4,8,0,0.33333,284,374,-90,5,1,1463.4780673025527,-39.468229313402844,15,16,3
Charlie Weatherbie,2009,1441.6154009363,1991,Louisiana-Monroe,6,6,0,0.5,307,328,-21,5,1,1463.4780673025527,-21.862666366252824,16,16,3
Charlie Weis,2005,1566.87320914246,32,Notre Dame (IN),9,3,0,0.75,440,294,146,5,1,1573.8132332987477,-6.940024156287791,0,7,2
Charlie Weis,2006,1605.56302103223,16,Notre Dame (IN),10,3,0,0.76923,403,310,93,5,1,1573.8132332987477,31.749787733482208,1,7,2
Charlie Weis,2007,1509.70503482946,80,Notre Dame (IN),3,9,0,0.25,197,345,-148,5,1,1573.8132332987477,-64.1081984692878,2,7,2
Charlie Weis,2008,1515.46698033109,69,Notre Dame (IN),7,6,0,0.53846,321,288,33,5,1,1573.8132332987477,-58.34625296765762,3,7,2
Charlie Weis,2009,1510.69092600003,80,Notre Dame (IN),6,6,0,0.5,361,311,50,5,1,1573.8132332987477,-63.122307298717715,4,7,2
Charlie Weis,2012,1408.44820229512,2068,Kansas,1,11,0,0.08333,219,433,-214,2,1,1486.2025230593579,-77.75432076423795,5,7,2
Charlie Weis,2013,1400.03002337088,2099,Kansas,3,9,0,0.25,184,382,-198,2,1,1486.2025230593579,-86.17249968847796,6,7,2
Charlie Weis,2014,1397.44453828641,2115,Kansas,2,2,0,0.5,61,102,-41,2,1,1486.2025230593579,-88.7579847729478,7,7,2
Chip Kelly,2009,1575.98898721737,28,Oregon,10,3,0,0.76923,469,309,160,2,0,1505.5858608159328,70.40312640143725,0,3,1
Chip Kelly,2010,1627.38003812036,12,Oregon,12,1,0,0.92308,611,243,368,2,0,1505.5858608159328,121.7941773044272,1,3,1
Chip Kelly,2011,1666.28776753848,7,Oregon,12,2,0,0.85714,645,345,300,2,0,1505.5858608159328,160.70190672254716,2,3,1
Chip Kelly,2012,1691.44705161568,2,Oregon,12,1,0,0.92308,645,281,364,2,0,1505.5858608159328,185.8611907997472,3,3,1
Chris Ault,1976,1480.51852519644,1488,Nevada,8,3,0,0.72727,409,243,166,1,0,1496.0667798755594,-15.548254679119509,0,27,1
Chris Ault,1977,1485.77599664326,1488,Nevada,8,3,0,0.72727,421,154,267,1,0,1496.0667798755594,-10.290783232299418,1,27,1
Chris Ault,1978,1489.70418195749,1491,Nevada,11,1,0,0.91667,413,121,292,1,0,1496.0667798755594,-6.3625979180694685,2,27,1
Chris Ault,1979,1482.8176697235,1534,Nevada,8,4,0,0.66667,325,198,127,1,0,1496.0667798755594,-13.249110152059302,3,27,1
Chris Ault,1980,1487.83603763301,1532,Nevada,6,4,1,0.59091,202,113,89,1,0,1496.0667798755594,-8.230742242549468,4,27,1
Chris Ault,1981,1490.71036264814,1533,Nevada,7,4,0,0.63636,310,194,116,1,0,1496.0667798755594,-5.3564172274193425,5,27,1
Chris Ault,1982,1505.23606989561,78,Nevada,6,5,0,0.54545,294,228,66,1,0,1496.0667798755594,9.16929002005054,6,27,1
Chris Ault,1983,1512.98646121551,62,Nevada,9,5,0,0.64286,402,257,145,1,0,1496.0667798755594,16.919681339950557,7,27,1
Chris Ault,1984,1508.66618594771,77,Nevada,7,4,0,0.63636,325,298,27,1,0,1496.0667798755594,12.599406072150487,8,27,1
Chris Ault,1985,1523.87376833225,49,Nevada,11,2,0,0.84615,483,213,270,1,0,1496.0667798755594,27.806988456690533,9,27,1
Chris Ault,1986,1533.00083329531,41,Nevada,13,1,0,0.92857,531,231,300,1,0,1496.0667798755594,36.934053419750626,10,27,1
Chris Ault,1987,1492.06988715599,1601,Nevada,5,6,0,0.45455,314,300,14,1,0,1496.0667798755594,-3.9968927195693595,11,27,1
Chris Ault,1988,1474.41744122538,1670,Nevada,7,4,0,0.63636,333,242,91,1,0,1496.0667798755594,-21.649338650179516,12,27,1
Chris Ault,1989,1490.65090986801,1636,Nevada,7,4,0,0.63636,349,257,92,1,0,1496.0667798755594,-5.415870007549302,13,27,1
Chris Ault,1990,1509.8851546653,73,Nevada,13,2,0,0.86667,497,321,176,1,0,1496.0667798755594,13.818374789740574,14,27,1
Chris Ault,1991,1543.7277380038,40,Nevada,12,1,0,0.92308,546,244,302,1,0,1496.0667798755594,47.66095812824051,15,27,1
Chris Ault,1992,1517.32674547994,63,Nevada,7,5,0,0.58333,318,283,35,1,0,1496.0667798755594,21.259965604380568,16,27,1
Chris Ault,1994,1544.23404244863,38,Nevada,9,2,0,0.81818,414,272,142,1,0,1496.0667798755594,48.1672625730705,17,27,1
Chris Ault,1995,1562.07493671572,28,Nevada,9,3,0,0.75,521,375,146,1,0,1496.0667798755594,66.00815684016061,18,27,1
Chris Ault,2004,1472.04462233997,1880,Nevada,5,7,0,0.41667,356,413,-57,1,0,1496.0667798755594,-24.022157535589486,19,27,1
Chris Ault,2005,1541.6369602776,48,Nevada,9,3,0,0.75,410,383,27,1,0,1496.0667798755594,45.570180402040705,20,27,1
Chris Ault,2006,1546.79459615176,45,Nevada,8,5,0,0.61538,391,249,142,1,0,1496.0667798755594,50.727816276200656,21,27,1
Chris Ault,2007,1505.00973692872,100,Nevada,6,7,0,0.46154,435,418,17,1,0,1496.0667798755594,8.942957053160626,22,27,1
Chris Ault,2008,1503.22989413309,103,Nevada,7,6,0,0.53846,489,420,69,1,0,1496.0667798755594,7.163114257530651,23,27,1
Chris Ault,2009,1528.15812682815,58,Nevada,8,5,0,0.61538,497,371,126,1,0,1496.0667798755594,32.091346952590584,24,27,1
Chris Ault,2010,1611.71841682867,16,Nevada,13,1,0,0.92857,574,300,274,1,0,1496.0667798755594,115.65163695311048,25,27,1
Chris Ault,2011,1570.78831696548,35,Nevada,7,6,0,0.53846,412,327,85,1,0,1496.0667798755594,74.7215370899205,26,27,1
Chris Ault,2012,1542.99854358667,56,Nevada,7,6,0,0.53846,492,439,53,1,0,1496.0667798755594,46.931763711110534,27,27,1
Chris Creighton,2014,1423.30105385752,2095,Eastern Michigan,2,10,0,0.16667,182,491,-309,0,NA,1466.5699230046068,-43.26886914708689,0,1,1
Chris Creighton,2015,1366.68056597636,2139,Eastern Michigan,1,11,0,0.08333,305,505,-200,0,NA,1466.5699230046068,-99.88935702824688,1,1,1
Chris Hatcher,2007,1497.13236750251,1832,Georgia Southern,7,4,0,0.63636,402,348,54,5,1,1498.239368491541,-1.1070009890308938,0,2,1
Chris Hatcher,2008,1481.30494664191,1919,Georgia Southern,6,5,0,0.54545,350,326,24,5,1,1498.239368491541,-16.934421849631008,1,2,1
Chris Hatcher,2009,1467.09630822897,1961,Georgia Southern,5,6,0,0.45455,205,303,-98,5,1,1498.239368491541,-31.143060262570998,2,2,1
Chris Petersen,2006,1605.30811801133,17,Boise St. (ID),13,0,0,1,516,229,287,2,0,1536.715981239649,68.592136771681,0,9,2
Chris Petersen,2007,1602.19421467434,19,Boise St. (ID),10,3,0,0.76923,551,281,270,2,0,1536.715981239649,65.47823343469099,1,9,2
Chris Petersen,2008,1637.01994503928,9,Boise St. (ID),12,1,0,0.92308,489,164,325,2,0,1536.715981239649,100.30396379963099,2,9,2
Chris Petersen,2009,1684.08403430292,4,Boise St. (ID),14,0,0,1,591,240,351,2,0,1536.715981239649,147.36805306327096,3,9,2
Chris Petersen,2010,1695.21939853875,3,Boise St. (ID),12,1,0,0.92308,586,166,420,2,0,1536.715981239649,158.5034172991011,4,9,2
Chris Petersen,2011,1706.04927071327,2,Boise St. (ID),12,1,0,0.92308,575,243,332,2,0,1536.715981239649,169.3332894736211,5,9,2
Chris Petersen,2012,1691.44350778622,3,Boise St. (ID),11,2,0,0.84615,393,205,188,2,0,1536.715981239649,154.72752654657097,6,9,2
Chris Petersen,2013,1609.39540101895,22,Boise St. (ID),8,4,0,0.66667,465,285,180,2,0,1536.715981239649,72.67941977930104,7,9,2
Chris Petersen,2014,1568.06614049883,40,Washington,8,6,0,0.57143,423,347,76,0,NA,1532.2652818260158,35.80085867281423,8,9,2
Chris Petersen,2015,1562.5137541404,42,Washington,7,6,0,0.53846,398,244,154,0,NA,1532.2652818260158,30.248472314384117,9,9,2
Chris Scelfo,1998,1597.95067324385,21,Tulane (LA),1,0,0,1,41,27,14,5,1,1485.0637997829792,112.88687346087067,0,8,1
Chris Scelfo,1999,1513.54526272996,71,Tulane (LA),3,8,0,0.27273,279,399,-120,5,1,1485.0637997829792,28.481462946980855,1,8,1
Chris Scelfo,2000,1514.95723129688,68,Tulane (LA),6,5,0,0.54545,329,346,-17,5,1,1485.0637997829792,29.89343151390085,2,8,1
Chris Scelfo,2001,1467.91111296531,1848,Tulane (LA),3,9,0,0.25,344,495,-151,5,1,1485.0637997829792,-17.15268681766929,3,8,1
Chris Scelfo,2002,1501.74380822786,111,Tulane (LA),8,5,0,0.61538,361,282,79,5,1,1485.0637997829792,16.68000844488074,4,8,1
Chris Scelfo,2003,1473.69216054621,1866,Tulane (LA),5,7,0,0.41667,337,424,-87,5,1,1485.0637997829792,-11.37163923676917,5,8,1
Chris Scelfo,2004,1464.77337362783,1892,Tulane (LA),5,6,0,0.45455,300,361,-61,5,1,1485.0637997829792,-20.290426155149135,6,8,1
Chris Scelfo,2005,1402.79940254303,1956,Tulane (LA),2,9,0,0.18182,234,348,-114,5,1,1485.0637997829792,-82.26439723994918,7,8,1
Chris Scelfo,2006,1413.2222822547,1963,Tulane (LA),4,8,0,0.33333,224,400,-176,5,1,1485.0637997829792,-71.84151752827916,8,8,1
Chris Thomsen,2012,1530.4411232304,73,Texas Tech,1,0,0,1,34,31,3,6,0,1520.6356458460082,9.805477384391907,0,0,1
Chris Thurmond,2007,1507.44629152876,86,Houston (TX),0,1,0,0,13,20,-7,6,0,1515.882502562869,-8.436211034108965,0,0,1
Chuck Amato,2000,1535.9303329945,48,North Carolina St.,8,4,0,0.66667,379,338,41,5,1,1498.9113075841651,37.01902541033496,0,6,1
Chuck Amato,2001,1527.96239973102,60,North Carolina St.,7,5,0,0.58333,319,257,62,5,1,1498.9113075841651,29.0510921468549,1,6,1
Chuck Amato,2002,1580.0866301516,27,North Carolina St.,11,3,0,0.78571,460,238,222,5,1,1498.9113075841651,81.17532256743493,2,6,1
Chuck Amato,2003,1576.06881860491,30,North Carolina St.,8,5,0,0.61538,489,385,104,5,1,1498.9113075841651,77.15751102074478,3,6,1
Chuck Amato,2004,1536.90678664618,57,North Carolina St.,5,6,0,0.45455,264,218,46,5,1,1498.9113075841651,37.995479062014965,4,6,1
Chuck Amato,2005,1541.6834939101,47,North Carolina St.,7,5,0,0.58333,249,212,37,5,1,1498.9113075841651,42.772186325934854,5,6,1
Chuck Amato,2006,1482.30098948876,1885,North Carolina St.,3,9,0,0.25,210,262,-52,5,1,1498.9113075841651,-16.61031809540509,6,6,1
Chuck Long,2006,1459.30046896522,1919,San Diego St. (CA),3,9,0,0.25,170,325,-155,5,1,1507.6168395336765,-48.31637056845648,0,2,1
Chuck Long,2007,1437.6226711405,1966,San Diego St. (CA),4,8,0,0.33333,301,413,-112,5,1,1507.6168395336765,-69.99416839317655,1,2,1
Chuck Long,2008,1407.9856297522,1989,San Diego St. (CA),2,10,0,0.16667,231,446,-215,5,1,1507.6168395336765,-99.6312097814764,2,2,1
Chuck Martin,2014,1429.74193934116,2092,Miami (OH),2,10,0,0.16667,268,382,-114,0,NA,1511.3512943566377,-81.6093550154776,0,1,1
Chuck Martin,2015,1397.06310882392,2131,Miami (OH),3,9,0,0.25,215,384,-169,0,NA,1511.3512943566377,-114.28818553271776,1,1,1
Clay Helton,2013,1565.46927183934,39,Southern California,1,0,0,1,45,20,25,6,0,1576.300219214122,-10.830947374782,0,1,1
Clay Helton,2015,1556.78403089898,46,Southern California,0,1,0,0,21,23,-2,6,0,1576.300219214122,-19.516188315142017,1,1,1
Clint Bowen,2014,1454.12215240984,2065,Kansas,1,7,0,0.125,153,297,-144,6,0,1486.2025230593579,-32.08037064951782,0,0,1
Craig Bohl,2014,1445.50718677771,2079,Wyoming,4,8,0,0.33333,253,394,-141,0,NA,1488.9023608154184,-43.39517403770833,0,1,1
Craig Bohl,2015,1408.72305061431,2124,Wyoming,2,10,0,0.16667,228,408,-180,0,NA,1488.9023608154184,-80.17931020110836,1,1,1
Curtis Johnson,2012,1416.64889855227,2064,Tulane (LA),2,10,0,0.16667,257,461,-204,5,1,1485.0637997829792,-68.41490123070912,0,3,1
Curtis Johnson,2013,1438.65564493115,2064,Tulane (LA),7,6,0,0.53846,322,278,44,5,1,1485.0637997829792,-46.408154851829295,1,3,1
Curtis Johnson,2014,1409.89457478565,2109,Tulane (LA),3,9,0,0.25,192,341,-149,5,1,1485.0637997829792,-75.16922499732914,2,3,1
Curtis Johnson,2015,1395.14947363523,2133,Tulane (LA),3,9,0,0.25,236,435,-199,5,1,1485.0637997829792,-89.9143261477493,3,3,1
D.J. Durkin,2014,1528.14455491011,77,Florida,1,0,0,1,28,20,8,6,0,1541.4195742965935,-13.275019386483564,0,0,1
Dabo Swinney,2008,1506.25952959737,89,Clemson (SC),4,3,0,0.57143,167,133,34,0,0,1522.386544323391,-16.127014726021116,0,7,1
Dabo Swinney,2009,1540.30423440324,49,Clemson (SC),9,5,0,0.64286,436,286,150,0,0,1522.386544323391,17.917690079848853,1,7,1
Dabo Swinney,2010,1506.05168176507,93,Clemson (SC),6,7,0,0.46154,312,244,68,0,0,1522.386544323391,-16.334862558320992,2,7,1
Dabo Swinney,2011,1556.43993657958,41,Clemson (SC),10,4,0,0.71429,470,410,60,0,0,1522.386544323391,34.053392256189,3,7,1
Dabo Swinney,2012,1616.42295294687,15,Clemson (SC),11,2,0,0.84615,533,323,210,0,0,1522.386544323391,94.03640862347902,4,7,1
Dabo Swinney,2013,1636.81733866488,13,Clemson (SC),11,2,0,0.84615,522,288,234,0,0,1522.386544323391,114.43079434148899,5,7,1
Dabo Swinney,2014,1641.51376065718,8,Clemson (SC),10,3,0,0.76923,401,217,184,0,0,1522.386544323391,119.12721633378897,6,7,1
Dabo Swinney,2015,1700.96777333019,3,Clemson (SC),14,1,0,0.93333,577,325,252,0,0,1522.386544323391,178.58122900679905,7,7,1
Dan Enos,2010,1421.52788265126,2024,Central Michigan,3,9,0,0.25,293,312,-19,2,0,1500.8831136994957,-79.35523104823574,0,4,1
Dan Enos,2011,1382.82453443224,2062,Central Michigan,3,9,0,0.25,271,400,-129,2,0,1500.8831136994957,-118.05857926725571,1,4,1
Dan Enos,2012,1444.14667615357,2045,Central Michigan,7,6,0,0.53846,375,421,-46,2,0,1500.8831136994957,-56.73643754592558,2,4,1
Dan Enos,2013,1478.00581594876,2017,Central Michigan,6,6,0,0.5,279,343,-64,2,0,1500.8831136994957,-22.87729775073558,3,4,1
Dan Enos,2014,1485.94444771315,2010,Central Michigan,7,6,0,0.53846,350,327,23,2,0,1500.8831136994957,-14.93866598634554,4,4,1
Dan Hawkins,2001,1533.23819388577,56,Boise St. (ID),8,4,0,0.66667,411,280,131,2,0,1536.715981239649,-3.4777873538789663,0,9,2
Dan Hawkins,2002,1603.79184062609,17,Boise St. (ID),12,1,0,0.92308,593,240,353,2,0,1536.715981239649,67.07585938644115,1,9,2
Dan Hawkins,2003,1647.46216463663,8,Boise St. (ID),13,1,0,0.92857,602,239,363,2,0,1536.715981239649,110.746183396981,2,9,2
Dan Hawkins,2004,1663.8705060215,4,Boise St. (ID),11,1,0,0.91667,587,308,279,2,0,1536.715981239649,127.15452478185102,3,9,2
Dan Hawkins,2005,1630.05375675961,10,Boise St. (ID),9,4,0,0.69231,469,317,152,2,0,1536.715981239649,93.33777551996104,4,9,2
Dan Hawkins,2006,1521.35785695152,66,Colorado,2,10,0,0.16667,196,267,-71,5,1,1517.2901794238544,4.067677527665637,5,9,2
Dan Hawkins,2007,1507.6156519974,85,Colorado,6,7,0,0.46154,355,383,-28,5,1,1517.2901794238544,-9.67452742645446,6,9,2
Dan Hawkins,2008,1484.67308732443,1906,Colorado,5,7,0,0.41667,242,351,-109,5,1,1517.2901794238544,-32.617092099424326,7,9,2
Dan Hawkins,2009,1452.98157467474,1981,Colorado,3,9,0,0.25,267,346,-79,5,1,1517.2901794238544,-64.30860474911447,8,9,2
Dan Hawkins,2010,1465.33051978706,1978,Colorado,3,6,0,0.33333,195,274,-79,5,1,1517.2901794238544,-51.95965963679441,9,9,2
Dan McCarney,1995,1462.93104191306,1772,Iowa St.,3,8,0,0.27273,264,409,-145,4,1,1465.6922785539466,-2.7612366408866365,0,16,2
Dan McCarney,1996,1421.00529455812,1812,Iowa St.,2,9,0,0.18182,314,401,-87,4,1,1465.6922785539466,-44.686983995826495,1,16,2
Dan McCarney,1997,1389.71989929224,1843,Iowa St.,1,10,0,0.09091,214,493,-279,4,1,1465.6922785539466,-75.97237926170669,2,16,2
Dan McCarney,1998,1404.21661243806,1853,Iowa St.,3,8,0,0.27273,221,328,-107,4,1,1465.6922785539466,-61.4756661158865,3,16,2
Dan McCarney,1999,1414.72981944236,1866,Iowa St.,4,7,0,0.36364,247,272,-25,4,1,1465.6922785539466,-50.96245911158667,4,16,2
Dan McCarney,2000,1508.60120143074,80,Iowa St.,9,3,0,0.75,343,322,21,4,1,1465.6922785539466,42.90892287679344,5,16,2
Dan McCarney,2001,1518.40926911324,72,Iowa St.,7,5,0,0.58333,309,245,64,4,1,1465.6922785539466,52.716990559293436,6,16,2
Dan McCarney,2002,1514.42231205072,80,Iowa St.,7,7,0,0.5,404,396,8,4,1,1465.6922785539466,48.73003349677333,7,16,2
Dan McCarney,2003,1435.28014784359,1905,Iowa St.,2,10,0,0.16667,173,437,-264,4,1,1465.6922785539466,-30.412130710356678,8,16,2
Dan McCarney,2004,1485.82747260083,1849,Iowa St.,7,5,0,0.58333,246,259,-13,4,1,1465.6922785539466,20.1351940468835,9,16,2
Dan McCarney,2005,1516.91473898447,72,Iowa St.,7,5,0,0.58333,339,230,109,4,1,1465.6922785539466,51.22246043052337,10,16,2
Dan McCarney,2006,1476.76580886547,1896,Iowa St.,4,8,0,0.33333,226,369,-143,4,1,1465.6922785539466,11.073530311523427,11,16,2
Dan McCarney,2011,1463.44040325082,2007,North Texas,5,7,0,0.41667,298,368,-70,5,1,1469.699909163157,-6.259505912336863,12,16,2
Dan McCarney,2012,1421.55296869523,2056,North Texas,4,8,0,0.33333,251,334,-83,5,1,1469.699909163157,-48.146940467926925,13,16,2
Dan McCarney,2013,1499.77669270069,1842,North Texas,9,4,0,0.69231,414,231,183,5,1,1469.699909163157,30.076783537533174,14,16,2
Dan McCarney,2014,1465.76986954493,2052,North Texas,4,8,0,0.33333,326,358,-32,5,1,1469.699909163157,-3.9300396182268287,15,16,2
Dan McCarney,2015,1403.44108484454,2128,North Texas,0,5,0,0,74,246,-172,5,1,1469.699909163157,-66.25882431861692,16,16,2
Dan Mullen,2009,1491.06762967084,1894,Mississippi St.,5,7,0,0.41667,307,321,-14,0,NA,1501.8694380555826,-10.801808384742571,0,6,1
Dan Mullen,2010,1539.69020328002,49,Mississippi St.,9,4,0,0.69231,377,258,119,0,NA,1501.8694380555826,37.82076522443731,1,6,1
Dan Mullen,2011,1524.80156434036,67,Mississippi St.,7,6,0,0.53846,329,256,73,0,NA,1501.8694380555826,22.932126284777496,2,6,1
Dan Mullen,2012,1540.58353714736,58,Mississippi St.,8,5,0,0.61538,383,303,80,0,NA,1501.8694380555826,38.71409909177737,3,6,1
Dan Mullen,2013,1554.24800117129,47,Mississippi St.,7,6,0,0.53846,360,299,61,0,NA,1501.8694380555826,52.37856311570749,4,6,1
Dan Mullen,2014,1582.57658580251,33,Mississippi St.,10,3,0,0.76923,480,282,198,0,NA,1501.8694380555826,80.70714774692738,5,6,1
Dan Mullen,2015,1593.52873543051,22,Mississippi St.,9,4,0,0.69231,447,302,145,0,NA,1501.8694380555826,91.65929737492752,6,6,1
Dana Bible,2012,1494.16483981277,1933,North Carolina St.,0,1,0,0,24,38,-14,6,0,1498.9113075841651,-4.746467771395146,0,0,1
Dana Holgorsen,2011,1568.15744155775,36,West Virginia,10,3,0,0.76923,489,348,141,0,NA,1518.5093084749947,49.648133082755294,0,4,1
Dana Holgorsen,2012,1536.30531148723,66,West Virginia,7,6,0,0.53846,513,495,18,0,NA,1518.5093084749947,17.79600301223536,1,4,1
Dana Holgorsen,2013,1484.80617127638,2001,West Virginia,4,8,0,0.33333,316,400,-84,0,NA,1518.5093084749947,-33.70313719861474,2,4,1
Dana Holgorsen,2014,1516.94816797891,88,West Virginia,7,6,0,0.53846,435,359,76,0,NA,1518.5093084749947,-1.5611404960845903,3,4,1
Dana Holgorsen,2015,1553.69890327178,51,West Virginia,8,5,0,0.61538,442,320,122,0,NA,1518.5093084749947,35.189594796785286,4,4,1
Danny Barret,2015,1396.11206561278,2132,Central Florida,0,4,0,0,47,185,-138,6,0,1481.5996761826343,-85.48761056985427,0,0,1
Danny Hope,2009,1488.44774080337,1907,Purdue (IN),5,7,0,0.41667,334,349,-15,5,1,1507.6210686885665,-19.173327885196613,0,3,1
Danny Hope,2010,1463.01736573144,1982,Purdue (IN),4,8,0,0.33333,236,345,-109,5,1,1507.6210686885665,-44.60370295712664,1,3,1
Danny Hope,2011,1492.61592187573,1930,Purdue (IN),7,6,0,0.53846,350,349,1,5,1,1507.6210686885665,-15.005146812836529,2,3,1
Danny Hope,2012,1480.10982311556,1990,Purdue (IN),6,6,0,0.5,359,348,11,5,1,1507.6210686885665,-27.51124557300659,3,3,1
Darrell Dickey,1998,1454.41985670443,1814,North Texas,3,8,0,0.27273,173,297,-124,5,1,1469.699909163157,-15.280052458726914,0,9,2
Darrell Dickey,1999,1400.12858549062,1869,North Texas,2,9,0,0.18182,118,291,-173,5,1,1469.699909163157,-69.57132367253689,1,9,2
Darrell Dickey,2000,1386.24821464461,1883,North Texas,3,8,0,0.27273,162,300,-138,5,1,1469.699909163157,-83.4516945185469,2,9,2
Darrell Dickey,2001,1420.35543711438,1886,North Texas,5,7,0,0.41667,275,293,-18,5,1,1469.699909163157,-49.34447204877688,3,9,2
Darrell Dickey,2002,1491.04550841822,1804,North Texas,8,5,0,0.61538,249,192,57,5,1,1469.699909163157,21.345599255063007,4,9,2
Darrell Dickey,2003,1531.668712082,65,North Texas,9,4,0,0.69231,358,285,73,5,1,1469.699909163157,61.96880291884304,5,9,2
Darrell Dickey,2004,1531.23829420793,64,North Texas,7,5,0,0.58333,309,358,-49,5,1,1469.699909163157,61.53838504477312,6,9,2
Darrell Dickey,2005,1444.28249651274,1925,North Texas,2,9,0,0.18182,157,346,-189,5,1,1469.699909163157,-25.417412650416964,7,9,2
Darrell Dickey,2006,1408.74684691882,1966,North Texas,3,9,0,0.25,154,304,-150,5,1,1469.699909163157,-60.953062244336934,8,9,2
Darrell Dickey,2015,1527.8604751802,76,Memphis (TN),0,1,0,0,10,31,-21,6,0,1483.815079106588,44.04539607361198,9,9,2
Darrell Hazell,2011,1477.92480277417,1983,Kent St. (OH),5,7,0,0.41667,205,291,-86,2,0,1413.94448966414,63.98031311003001,0,4,2
