"date","coach","coach2","coach_win","coach_margin","year"
-10302,"Edward N. ""Eddie"" Anderson","Harry A. Stuhldreher",0,-23,1941
-10302,"Ray Donels","Don B. Faurot",0,-26,1941
-10302,"Hobbs Adams","Dewey W. ""Snorter"" Luster",0,-16,1941
-10302,"Bernie H. Moore","Jess C. Neely",1,27,1941
-10302,"Cam Henderson","William L. ""Gander"" Terry",1,27,1941
-10302,"Herbert O. ""Fritz"" Crisler","Lynn O. ""Pappy"" Waldorf",1,7,1941
-10302,"Bernard W. ""Bernie"" Bierman","Charles W. Bowser",1,39,1941
-10302,"Raymond ""Bear"" Wolf","Lowell P. ""Red"" Dawson",0,-46,1941
-10302,"Williams ""Doc"" Newton","Douglas Clyde ""Pea Head"" Walker",0,-7,1941
-10302,"Paul E. Brown","Allen H. ""Mal"" Elward",1,2,1941
-10302,"Robert A. ""Bob"" Higgins","J. Ray Morrison",0,-14,1941
-10302,"Justin M. ""Sam"" Barry","Orin E. ""Babe"" Hollingbery",1,1,1941
-10302,"Homer H. Norton","Leo R. ""Dutch"" Meyer",1,14,1941
-10302,"Edwin C. ""Babe"" Horrell","James M. ""Jimmy"" Phelan",0,-7,1941
-10302,"Ike J. Armstrong","Edwin R. ""Eddie"" Kimball",0,0,1941
-10297,"Frank Howard","Rex Enright",0,-4,1941
-10296,"Ron Finch","Elton J. Rynearson",1,6,1941
-10296,"Ted E. Shipkey","Dell Morgan",0,-36,1941
-10295,"Frank W. Thomas","Wallace Butts",1,13,1941
-10295,"Miles W. Casteel","Millard F. ""Dixie"" Howell",1,13,1941
-10295,"John F. ""Jack"" Meagher","William A. ""Bill"" Alexander",0,-14,1941
-10295,"Frank H. Kimbrough","Homer H. Norton",0,-48,1941
-10295,"Leonard B. ""Stub"" Allison","Justin M. ""Sam"" Barry",1,14,1941
-10295,"Joseph A. ""Joe"" Meyer","John Barnhill",0,-15,1941
-10295,"James J. ""Jim"" Yeager","Bernard F. ""Bunny"" Oakes",1,27,1941
-10295,"Harry W. Hughes","E. Lowell ""Dick"" Romney",1,1,1941
-10295,"Wallace W. Wade","Charles W. Bowser",1,20,1941
-10295,"Thomas J. ""Tom? Lieb","Bernie H. Moore",0,-3,1941
-10295,"Jimmy Bradshaw","Leo B. Calland",1,26,1941
-10295,"Robert C. Zuppke","Frank W. Leahy",0,-35,1941
-10295,"Alvin N. ""Bo"" McMillin","Harry A. Stuhldreher",0,-2,1941
-10295,"Edward N. ""Eddie"" Anderson","Allen H. ""Mal"" Elward",0,-1,1941
-10295,"Ray Donels","Gwinn Henry",0,-13,1941
-10295,"A.D. Kirwan","William F. ""Bill"" Kern",1,12,1941
-10295,"Herbert O. ""Fritz"" Crisler","Bernard W. ""Bernie"" Bierman",0,-7,1941
-10295,"Harry J. Mehre","Lowell P. ""Red"" Dawson",1,7,1941
-10295,"Don B. Faurot","Lawrence M. ""Biff"" Jones",1,6,1941
-10295,"Raymond ""Bear"" Wolf","Douglas Clyde ""Pea Head"" Walker",0,-13,1941
-10295,"Lynn O. ""Pappy"" Waldorf","Paul E. Brown",1,7,1941
-10295,"Edwin M. ""Jim"" Lookabaugh","Henry E. Frnka",0,-16,1941
-10295,"Gerald A. ""Tex"" Oliver","Edwin C. ""Babe"" Horrell",0,-7,1941
-10295,"Alonaz L. ""Lon"" Stiner","Orin E. ""Babe"" Hollingbery",0,-7,1941
-10295,"Jess C. Neely","Dana X. Bible",0,-40,1941
-10295,"Harvey J. Harman","Oscar M. ""Ossie"" Solem",0,-42,1941
-10295,"Clark D. Shaughnessy","James M. ""Jimmy"" Phelan",1,6,1941
-10295,"Clarence W. ""Doc"" Spears","Mitchell Gary",0,-34,1941
-10289,"Johnny Cain","Joe Aillet",0,-12,1941
-10289,"C.C. Humphreys","E.W. Midgett",0,-1,1941
-10289,"Jack Harding","Dell Morgan",1,6,1941
-10289,"Jack Sisco","Joe Bailey Cheaney",1,4,1941
-10288,"Frank W. Thomas","A.D. Kirwan",1,30,1941
-10288,"Miles W. Casteel","Mack Saxon",1,19,1941
-10288,"Fred C. Thomsen","Homer H. Norton",0,-7,1941
-10288,"Earl H. ""Red"" Blaik","Frank W. Leahy",0,0,1941
-10288,"John F. ""Jack"" Meagher","Wallace Butts",0,-7,1941
-10288,"Frank H. Kimbrough","Leo R. ""Dutch"" Meyer",0,-11,1941
-10288,"Dennis E. ""Denny"" Myers","J. Ray Morrison",1,31,1941
-10288,"Leonard B. ""Stub"" Allison","Edwin C. ""Babe"" Horrell",1,20,1941
-10288,"James J. ""Jim"" Yeager","Ike J. Armstrong",0,-40,1941
-10288,"Wallace W. Wade","William A. ""Bill"" Alexander",1,14,1941
-10288,"Robert C. Zuppke","Herbert O. ""Fritz"" Crisler",0,-20,1941
-10288,"Alvin N. ""Bo"" McMillin","Edward N. ""Eddie"" Anderson",0,-6,1941
-10288,"Gwinn Henry","Dewey W. ""Snorter"" Luster",0,-38,1941
-10288,"Hobbs Adams","Lawrence M. ""Biff"" Jones",1,6,1941
-10288,"Bernie H. Moore","John Barnhill",0,-7,1941
-10288,"Cam Henderson","Douglas Clyde ""Pea Head"" Walker",1,10,1941
-10288,"John E. ""Jack"" Faber","Harvey J. Harman",0,-20,1941
-10288,"Frank Wilton","Don Peden",0,-26,1941
-10288,"Charles W. Bachman","Don B. Faurot",0,-19,1941
-10288,"Bernard W. ""Bernie"" Bierman","Lynn O. ""Pappy"" Waldorf",1,1,1941
-10288,"James W. ""Jim"" Aiken","Ted E. Shipkey",0,-16,1941
-10288,"Raymond ""Bear"" Wolf","Williams ""Doc"" Newton",0,-6,1941
-10288,"Paul E. Brown","Charles W. Bowser",1,7,1941
-10288,"Gerald A. ""Tex"" Oliver","Orin E. ""Babe"" Hollingbery",0,-13,1941
-10288,"Madison A. ""Matty"" Bell","Dana X. Bible",0,-34,1941
-10288,"Oscar M. ""Ossie"" Solem","Harry A. Stuhldreher",1,7,1941
-10288,"Lowell P. ""Red"" Dawson","Harry R. ""Red"" Sanders",1,20,1941
-10288,"E. Lowell ""Dick"" Romney","Edwin R. ""Eddie"" Kimball",0,-28,1941
-10288,"Frank J. Murray","James R. ""Jimmy"" Kitts",1,34,1941
-10288,"William L. ""Gander"" Terry","Mitchell Gary",0,-14,1941
-10281,"Frank W. Thomas","Lowell P. ""Red"" Dawson",1,5,1941
-10281,"Millard F. ""Dixie"" Howell","Mack Saxon",0,-28,1941
-10281,"Fred C. Thomsen","Jess C. Neely",0,-9,1941
-10281,"John F. ""Jack"" Meagher","Allyn McKeen",0,-7,1941
-10281,"Frank H. Kimbrough","Dana X. Bible",0,0,1941
-10281,"Dennis E. ""Denny"" Myers","Douglas Clyde ""Pea Head"" Walker",1,20,1941
-10281,"Leonard B. ""Stub"" Allison","James M. ""Jimmy"" Phelan",0,-7,1941
-10281,"Thomas J. ""Tom? Lieb","Wallace Butts",0,-16,1941
-10281,"William A. ""Bill"" Alexander","A.D. Kirwan",1,7,1941
-10281,"Robert C. Zuppke","Edward N. ""Eddie"" Anderson",0,-21,1941
-10281,"Alvin N. ""Bo"" McMillin","Lynn O. ""Pappy"" Waldorf",0,-6,1941
-10281,"Ray Donels","Dewey W. ""Snorter"" Luster",0,-55,1941
-10281,"Gwinn Henry","William F. ""Bill"" Kern",0,-21,1941
-10281,"Hobbs Adams","Rex Enright",1,3,1941
-10281,"Bernie H. Moore","Harry J. Mehre",0,-1,1941
-10281,"Charles W. Bachman","Allen H. ""Mal"" Elward",0,0,1941
-10281,"Bernard W. ""Bernie"" Bierman","Lawrence M. ""Biff"" Jones",1,9,1941
-10281,"Major Emery E. ""Swede"" Larson","Frank W. Leahy",0,-7,1941
-10281,"Ted E. Shipkey","Julius J. Johnston",1,28,1941
-10281,"Williams ""Doc"" Newton","James R. ""Jimmy"" Kitts",0,-1,1941
-10281,"Paul E. Brown","Harry A. Stuhldreher",1,12,1941
-10281,"Alonaz L. ""Lon"" Stiner","Edwin C. ""Babe"" Horrell",1,19,1941
-10281,"Robert A. ""Bob"" Higgins","Oscar M. ""Ossie"" Solem",1,15,1941
-10281,"Justin M. ""Sam"" Barry","Clark D. Shaughnessy",0,-13,1941
-10281,"Madison A. ""Matty"" Bell","Homer H. Norton",0,-11,1941
-10281,"Bernard F. ""Bunny"" Oakes","Edwin R. ""Eddie"" Kimball",0,-16,1941
-10275,"Johnny Cain","Reed Green",0,0,1941
-10274,"Frank W. Thomas","William A. ""Bill"" Alexander",1,20,1941
-10274,"Miles W. Casteel","Edwin M. ""Jim"" Lookabaugh",0,-27,1941
-10274,"Fred C. Thomsen","Madison A. ""Matty"" Bell",0,-7,1941
-10274,"John F. ""Jack"" Meagher","Bernie H. Moore",0,0,1941
-10274,"Frank H. Kimbrough","Henry E. Frnka",0,-7,1941
-10274,"Dennis E. ""Denny"" Myers","John Barnhill",0,-7,1941
-10274,"Leonard B. ""Stub"" Allison","Alonaz L. ""Lon"" Stiner",0,-6,1941
-10274,"Frank Howard","Douglas Clyde ""Pea Head"" Walker",1,29,1941
-10274,"James J. ""Jim"" Yeager","Edwin R. ""Eddie"" Kimball",0,0,1941
-10274,"Harry W. Hughes","Ike J. Armstrong",0,-13,1941
-10274,"J.O. Christian","Harvey J. Harman",0,-25,1941
-10274,"Wallace W. Wade","Raymond ""Bear"" Wolf",1,20,1941
-10274,"Thomas J. ""Tom? Lieb","Jack Harding",1,14,1941
-10274,"Robert C. Zuppke","Paul E. Brown",0,-5,1941
-10274,"Edward N. ""Eddie"" Anderson","Bernard W. ""Bernie"" Bierman",0,-21,1941
-10274,"Gwinn Henry","Hobbs Adams",1,4,1941
-10274,"Laurie Apitz","Harry R. ""Red"" Sanders",0,-68,1941
-10274,"C.C. Humphreys","Albert Choate",1,32,1941
-10274,"Charles W. Bachman","J. Ray Morrison",1,46,1941
-10274,"Don B. Faurot","Dewey W. ""Snorter"" Luster",1,28,1941
-10274,"Lawrence M. ""Biff"" Jones","Charles W. Bowser",0,-7,1941
-10274,"Lynn O. ""Pappy"" Waldorf","Frank W. Leahy",0,-1,1941
-10274,"Robert A. ""Bob"" Higgins","William F. ""Bill"" Kern",1,7,1941
-10274,"Allen H. ""Mal"" Elward","Harry A. Stuhldreher",0,-13,1941
-10274,"Jess C. Neely","Homer H. Norton",0,-13,1941
-10274,"Clark D. Shaughnessy","Orin E. ""Babe"" Hollingbery",0,-1,1941
-10274,"Dana X. Bible","Leo R. ""Dutch"" Meyer",0,-7,1941
-10274,"E. Lowell ""Dick"" Romney","Bernard F. ""Bunny"" Oakes",0,-6,1941
-10269,"Millard F. ""Dixie"" Howell","Jimmy Bradshaw",1,19,1941
-10269,"Joseph A. ""Joe"" Meyer","Frank Wilton",1,26,1941
-10269,"Raymond ""Bear"" Wolf","Frank J. Murray",0,-21,1941
-10268,"Jack Harding","Rex Enright",1,1,1941
-10267,"Frank W. Thomas","Harry R. ""Red"" Sanders",0,-7,1941
-10267,"Fred C. Thomsen","Harry J. Mehre",0,-18,1941
-10267,"Earl H. ""Red"" Blaik","William F. ""Bill"" Kern",1,1,1941
-10267,"Frank H. Kimbrough","Madison A. ""Matty"" Bell",0,-14,1941
-10267,"Harry W. Hughes","Edwin R. ""Eddie"" Kimball",1,15,1941
-10267,"Wallace W. Wade","Williams ""Doc"" Newton",1,49,1941
-10267,"Thomas J. ""Tom? Lieb","William A. ""Bill"" Alexander",1,7,1941
-10267,"Robert C. Zuppke","Lynn O. ""Pappy"" Waldorf",0,-27,1941
-10267,"Alvin N. ""Bo"" McMillin","Allen H. ""Mal"" Elward",1,7,1941
-10267,"Edward N. ""Eddie"" Anderson","Lawrence M. ""Biff"" Jones",0,-1,1941
-10267,"Ray Donels","Hobbs Adams",0,0,1941
-10267,"Gwinn Henry","Don B. Faurot",0,-39,1941
-10267,"A.D. Kirwan","John Barnhill",0,-13,1941
-10267,"Herbert O. ""Fritz"" Crisler","Paul E. Brown",0,0,1941
-10267,"Bernard W. ""Bernie"" Bierman","Harry A. Stuhldreher",1,35,1941
-10267,"Julius J. Johnston","Mack Saxon",0,-11,1941
-10267,"Frank W. Leahy","Justin M. ""Sam"" Barry",1,2,1941
-10267,"Gerald A. ""Tex"" Oliver","James M. ""Jimmy"" Phelan",1,3,1941
-10267,"Robert A. ""Bob"" Higgins","Charles W. Bowser",1,24,1941
-10267,"Jess C. Neely","Leo R. ""Dutch"" Meyer",0,0,1941
-10263,"Ike J. Armstrong","E. Lowell ""Dick"" Romney",1,12,1941
-10262,"Fred C. Thomsen","Henry E. Frnka",1,7,1941
-10262,"Dana X. Bible","Homer H. Norton",1,23,1941
-10261,"Frank W. Thomas","Jack Harding",1,14,1941
-10260,"Miles W. Casteel","Hobbs Adams",1,7,1941
-10260,"Earl H. ""Red"" Blaik","Major Emery E. ""Swede"" Larson",0,-8,1941
-10260,"John F. ""Jack"" Meagher","Frank Howard",1,21,1941
-10260,"Frank H. Kimbrough","Jess C. Neely",0,-14,1941
-10260,"Leonard B. ""Stub"" Allison","Clark D. Shaughnessy",1,16,1941
-10260,"Wallace Butts","William A. ""Bill"" Alexander",1,21,1941
-10260,"Bernie H. Moore","Lowell P. ""Red"" Dawson",1,19,1941
-10260,"Charles W. Bachman","William F. ""Bill"" Kern",1,2,1941
-10260,"Harry J. Mehre","Allyn McKeen",0,-6,1941
-10260,"Lawrence M. ""Biff"" Jones","Dewey W. ""Snorter"" Luster",1,1,1941
-10260,"Ted E. Shipkey","Bernard F. ""Bunny"" Oakes",1,28,1941
-10260,"Gerald A. ""Tex"" Oliver","Alonaz L. ""Lon"" Stiner",0,-5,1941
-10260,"Robert A. ""Bob"" Higgins","Rex Enright",1,7,1941
-10260,"Justin M. ""Sam"" Barry","James M. ""Jimmy"" Phelan",0,-1,1941
-10260,"Madison A. ""Matty"" Bell","Leo R. ""Dutch"" Meyer",0,-2,1941
-10260,"John Barnhill","Harry R. ""Red"" Sanders",1,19,1941
-10260,"Dell Morgan","Douglas Clyde ""Pea Head"" Walker",1,29,1941
-10253,"Miles W. Casteel","Ike J. Armstrong",0,-6,1941
-10253,"Gerald A. ""Tex"" Oliver","Dana X. Bible",0,-64,1941
-10253,"Jess C. Neely","Madison A. ""Matty"" Bell",1,6,1941
-10253,"Justin M. ""Sam"" Barry","Edwin C. ""Babe"" Horrell",0,0,1941
-10253,"Homer H. Norton","Orin E. ""Babe"" Hollingbery",1,7,1941
-10239,"Thomas J. ""Tom? Lieb","Edwin C. ""Babe"" Horrell",0,-3,1941
-10227,"Frank W. Thomas","Homer H. Norton",1,8,1941
-10227,"Wallace W. Wade","Alonaz L. ""Lon"" Stiner",0,-4,1941
-10227,"Wallace Butts","Leo R. ""Dutch"" Meyer",1,14,1941
-10227,"Dell Morgan","Henry E. Frnka",0,-6,1941
-9966,"Wallace Butts","A.D. Kirwan",1,1,1942
-9962,"Charlie Jamerson","E.W. Midgett",0,-8,1942
-9960,"Frank W. Thomas","Louis Whitman",1,54,1942
-9960,"Leo R. ""Dutch"" Meyer","Edwin C. ""Babe"" Horrell",1,1,1942
-9959,"Miles W. Casteel","Julius J. Johnston",1,53,1942
-9959,"John F. ""Jack"" Meagher","William A. ""Bill"" Alexander",0,-15,1942
-9959,"Joseph A. ""Joe"" Meyer","Laurie Apitz",1,51,1942
-9959,"Julius F. ""Wag"" Wagner","Bernard F. ""Bunny"" Oakes",1,10,1942
-9959,"J.O. Christian","Clark D. Shaughnessy",0,-34,1942
-9959,"Edward N. ""Eddie"" Anderson","Glenn E. Presnell",1,27,1942
-9959,"Ward H. Haylett","Dana X. Bible",0,-64,1942
-9959,"Bernie H. Moore","Homer H. Norton",1,9,1942
-9959,"Joe Aillet","Walter J. ""Chule"" Milner",1,20,1942
-9959,"George W. Hauser","Charles W. Bowser",1,43,1942
-9959,"Harry J. Mehre","Arnold Winkenhofer",1,33,1942
-9959,"James M. ""Jim"" Tatum","Douglas Clyde ""Pea Head"" Walker",1,6,1942
-9959,"Lloyd Russell","James H. ""Jimmy"" Stewart",0,-19,1942
-9959,"Frank W. Leahy","Harry A. Stuhldreher",0,0,1942
-9959,"Dewey W. ""Snorter"" Luster","Edwin M. ""Jim"" Lookabaugh",0,0,1942
-9959,"Rex Enright","John Barnhill",0,0,1942
-9959,"Newell J. ""Jeff"" Cravath","Claude Simons, Jr.",0,-14,1942
-9959,"Marchmont H. ""Marchy"" Schwartz","Orin E. ""Babe"" Hollingbery",0,-6,1942
-9953,"Frank H. Kimbrough","Edwin M. ""Jim"" Lookabaugh",1,6,1942
-9953,"Willis L. Barnes","Walter J. ""Chule"" Milner",0,-7,1942
-9953,"Bernard F. ""Bunny"" Oakes","W. Floyd Millet",1,7,1942
-9952,"Otis Douglas","Don Peden",0,-39,1942
-9952,"Frank W. Thomas","Allyn McKeen",1,15,1942
-9952,"Miles W. Casteel","Ike J. Armstrong",1,14,1942
-9952,"George Cole","Leo R. ""Dutch"" Meyer",0,-7,1942
-9952,"John F. ""Jack"" Meagher","Claude Simons, Jr.",1,14,1942
-9952,"Dennis E. ""Denny"" Myers","William F. ""Bill"" Kern",1,33,1942
-9952,"Leonard B. ""Stub"" Allison","Alonaz L. ""Lon"" Stiner",0,-5,1942
-9952,"Frank Howard","Williams ""Doc"" Newton",0,-1,1942
-9952,"James J. ""Jim"" Yeager","Don B. Faurot",0,-13,1942
-9952,"J.O. Christian","Walter Hargesheimer",1,26,1942
-9952,"Edmund M. ""Eddie"" Cameron","Douglas Clyde ""Pea Head"" Walker",0,-13,1942
-9952,"William A. ""Bill"" Alexander","Frank W. Leahy",1,7,1942
-9952,"Alvin N. ""Bo"" McMillin","Paul E. Brown",0,-11,1942
-9952,"A.M. ""Mike"" Michalske","Glenn E. Presnell",0,-26,1942
-9952,"Ray Donels","Glenn E. Presnell",0,-26,1942
-9952,"Bernie H. Moore","Jess C. Neely",0,-13,1942
-9952,"Cam Henderson","Arnold Winkenhofer",0,-6,1942
-9952,"Herbert O. ""Fritz"" Crisler","Charles W. Bachman",1,20,1942
-9952,"E.W. Midgett","Albert Choate",1,20,1942
-9952,"Cmdr. John E. Whelchel","Frank J. Murray",1,35,1942
-9952,"James M. ""Jim"" Tatum","Rex Enright",1,12,1942
-9952,"Lynn O. ""Pappy"" Waldorf","Dana X. Bible",1,3,1942
-9952,"Dewey W. ""Snorter"" Luster","Henry E. Frnka",0,-23,1942
-9952,"John A. Warren","Orin E. ""Babe"" Hollingbery",0,-7,1942
-9952,"Charles W. Bowser","James H. ""Jimmy"" Stewart",1,13,1942
-9952,"Elmer H. Burnham","Harry R. ""Red"" Sanders",0,-26,1942
-9952,"Newell J. ""Jeff"" Cravath","W. Ralph ""Pest"" Welch",0,0,1942
-9952,"Homer H. Norton","Dell Morgan",1,19,1942
-9946,"James J. ""Jim"" Yeager","E. Lowell ""Dick"" Romney",1,17,1942
-9946,"Joe Aillet","Cam Henderson",1,26,1942
-9945,"Miles W. Casteel","Hilman B. Walker",1,23,1942
-9945,"George Cole","Frank H. Kimbrough",0,-13,1942
-9945,"John F. ""Jack"" Meagher","Thomas J. ""Tom? Lieb",0,-6,1942
-9945,"John Magnabosco","Robert Whittaker",0,-12,1942
-9945,"Dennis E. ""Denny"" Myers","Frank Howard",1,7,1942
-9945,"Wallace Butts","Harry J. Mehre",1,35,1942
-9945,"Ray Eliot","George W. Hauser",1,7,1942
-9945,"Alvin N. ""Bo"" McMillin","Glenn E. Presnell",1,12,1942
-9945,"Gwinn Henry","Leo R. ""Dutch"" Meyer",0,-35,1942
-9945,"A.D. Kirwan","Harry R. ""Red"" Sanders",0,-1,1942
-9945,"Bernie H. Moore","Allyn McKeen",1,10,1942
-9945,"Clark D. Shaughnessy","Harry J. Rockafeller",1,14,1942
-9945,"Don B. Faurot","Harry A. Stuhldreher",0,-8,1942
-9945,"Willis L. Barnes","Julius J. Johnston",1,32,1942
-9945,"Lynn O. ""Pappy"" Waldorf","Elmer H. Burnham",0,-1,1942
-9945,"Frank W. Leahy","Marchmont H. ""Marchy"" Schwartz",1,27,1942
-9945,"Paul E. Brown","Newell J. ""Jeff"" Cravath",1,16,1942
-9945,"Dewey W. ""Snorter"" Luster","Dana X. Bible",0,-7,1942
-9945,"Edwin M. ""Jim"" Lookabaugh","Dell Morgan",1,3,1942
-9945,"John A. Warren","W. Ralph ""Pest"" Welch",0,-8,1942
-9945,"Alonaz L. ""Lon"" Stiner","Edwin C. ""Babe"" Horrell",0,-23,1942
-9945,"Jess C. Neely","Claude Simons, Jr.",0,-11,1942
-9945,"Rex Enright","William F. ""Bill"" Kern",0,-13,1942
-9945,"Clarence W. ""Doc"" Spears","John W. Gill",0,-13,1942
-9945,"Ike J. Armstrong","W. Floyd Millet",0,-5,1942
-9944,"Jimmy Bradshaw","John Eubank",1,66,1942
-9939,"Ron Finch","Elton J. Rynearson",1,14,1942
-9939,"James H. ""Jimmy"" Stewart","J. Ray Morrison",0,0,1942
-9938,"Frank W. Thomas","John Barnhill",1,8,1942
-9938,"Miles W. Casteel","Edwin M. ""Jim"" Lookabaugh",1,14,1942
-9938,"George Cole","Dana X. Bible",0,-41,1942
-9938,"Frank H. Kimbrough","Dell Morgan",1,7,1942
-9938,"Leonard B. ""Stub"" Allison","Edwin C. ""Babe"" Horrell",0,-21,1942
-9938,"Joseph A. ""Joe"" Meyer","Don Peden",1,19,1942
-9938,"James J. ""Jim"" Yeager","Willis L. Barnes",1,12,1942
-9938,"Wallace Butts","Claude Simons, Jr.",1,40,1942
-9938,"Ray Eliot","Edward N. ""Eddie"" Anderson",1,5,1942
-9938,"Alvin N. ""Bo"" McMillin","Charles W. Bowser",1,12,1942
-9938,"Gwinn Henry","Dewey W. ""Snorter"" Luster",0,-25,1942
-9938,"Ward H. Haylett","Don B. Faurot",0,-44,1942
-9938,"A.D. Kirwan","Sumner D. ""Tex"" Tilson & Henry Macauley ""Mac"" McEver",0,0,1942
-9938,"Bernie H. Moore","Harry J. Mehre",1,14,1942
-9938,"Herbert O. ""Fritz"" Crisler","Lynn O. ""Pappy"" Waldorf",1,18,1942
-9938,"George W. Hauser","Glenn E. Presnell",1,13,1942
-9938,"Allyn McKeen","Harry R. ""Red"" Sanders",1,33,1942
-9938,"Williams ""Doc"" Newton","Douglas Clyde ""Pea Head"" Walker",0,0,1942
-9938,"Paul E. Brown","Elmer H. Burnham",1,26,1942
-9938,"Newell J. ""Jeff"" Cravath","Orin E. ""Babe"" Hollingbery",1,14,1942
-9938,"Homer H. Norton","Leo R. ""Dutch"" Meyer",0,-5,1942
-9938,"Ike J. Armstrong","E. Lowell ""Dick"" Romney",1,28,1942
-9933,"Frank Howard","Rex Enright",1,12,1942
-9931,"Frank W. Thomas","A.D. Kirwan",1,14,1942
-9931,"Hilman B. Walker","Julius J. Johnston",1,20,1942
-9931,"George Cole","Harry J. Mehre",1,1,1942
-9931,"John Magnabosco","Ron Finch",0,-6,1942
-9931,"Frank H. Kimbrough","Homer H. Norton",1,6,1942
-9931,"Dennis E. ""Denny"" Myers","Douglas Clyde ""Pea Head"" Walker",1,27,1942
-9931,"Robert Whittaker","Stuart K. ""Stu"" Holcomb",1,1,1942
-9931,"Leonard B. ""Stub"" Allison","W. Ralph ""Pest"" Welch",1,13,1942
-9931,"Joseph A. ""Joe"" Meyer","Wallace Butts",0,-22,1942
-9931,"James J. ""Jim"" Yeager","Julius F. ""Wag"" Wagner",1,27,1942
-9931,"Edmund M. ""Eddie"" Cameron","Charles W. Bowser",1,28,1942
-9931,"Thomas J. ""Tom? Lieb","Allyn McKeen",0,-14,1942
-9931,"William A. ""Bill"" Alexander","Cmdr. John E. Whelchel",1,21,1942
-9931,"Ray Eliot","Frank W. Leahy",0,-7,1942
-9931,"Alvin N. ""Bo"" McMillin","Edward N. ""Eddie"" Anderson",0,-1,1942
-9931,"A.M. ""Mike"" Michalske","Don B. Faurot",0,-39,1942
-9931,"Ray Donels","Don B. Faurot",0,-39,1942
-9931,"Gwinn Henry","Ward H. Haylett",1,12,1942
-9931,"Cam Henderson","Clarence W. ""Doc"" Spears",0,-7,1942
-9931,"Herbert O. ""Fritz"" Crisler","George W. Hauser",0,-2,1942
-9931,"Glenn E. Presnell","Dewey W. ""Snorter"" Luster",1,7,1942
-9931,"Willis L. Barnes","Dell Morgan",0,-20,1942
-9931,"James M. ""Jim"" Tatum","Claude Simons, Jr.",0,-15,1942
-9931,"Lynn O. ""Pappy"" Waldorf","Paul E. Brown",0,-14,1942
-9931,"Alonaz L. ""Lon"" Stiner","Orin E. ""Babe"" Hollingbery",0,-13,1942
-9931,"Elmer H. Burnham","Harry A. Stuhldreher",0,-13,1942
-9931,"Jess C. Neely","Dana X. Bible",0,-5,1942
-9931,"Newell J. ""Jeff"" Cravath","Marchmont H. ""Marchy"" Schwartz",0,-8,1942
-9925,"Louis Whitman","Joe Aillet",1,5,1942
-9925,"Lloyd Russell","Joe Bailey Cheaney",1,4,1942
-9924,"Frank W. Thomas","Wallace Butts",0,-11,1942
-9924,"George Cole","Homer H. Norton",0,-41,1942
-9924,"John F. ""Jack"" Meagher","Allyn McKeen",0,-6,1942
-9924,"Frank H. Kimbrough","Leo R. ""Dutch"" Meyer",1,3,1942
-9924,"Leonard B. ""Stub"" Allison","John A. Warren",1,13,1942
-9924,"Frank Howard","Douglas Clyde ""Pea Head"" Walker",0,-13,1942
-9924,"James J. ""Jim"" Yeager","Bernard F. ""Bunny"" Oakes",1,21,1942
-9924,"Julius F. ""Wag"" Wagner","Ike J. Armstrong",0,-19,1942
-9924,"Edmund M. ""Eddie"" Cameron","William A. ""Bill"" Alexander",0,-19,1942
-9924,"Thomas J. ""Tom? Lieb","Clark D. Shaughnessy",0,-13,1942
-9924,"Ray Eliot","Herbert O. ""Fritz"" Crisler",0,-14,1942
-9924,"Edward N. ""Eddie"" Anderson","Elmer H. Burnham",1,6,1942
-9924,"A.M. ""Mike"" Michalske","Dewey W. ""Snorter"" Luster",0,-7,1942
-9924,"Ray Donels","Dewey W. ""Snorter"" Luster",0,-7,1942
-9924,"Gwinn Henry","Glenn E. Presnell",0,-7,1942
-9924,"Bernie H. Moore","John Barnhill",0,-26,1942
-9924,"Charlie Jamerson","Harry J. Mehre",0,-48,1942
-9924,"Stuart K. ""Stu"" Holcomb","Don Peden",0,-26,1942
-9924,"Charles W. Bachman","J. Ray Morrison",0,0,1942
-9924,"George W. Hauser","Lynn O. ""Pappy"" Waldorf",1,12,1942
-9924,"Cmdr. John E. Whelchel","Frank W. Leahy",0,-9,1942
-9924,"James W. ""Jim"" Aiken","Willis L. Barnes",0,0,1942
-9924,"James M. ""Jim"" Tatum","Williams ""Doc"" Newton",0,-7,1942
-9924,"Paul E. Brown","Harry A. Stuhldreher",0,-10,1942
-9924,"Alonaz L. ""Lon"" Stiner","W. Ralph ""Pest"" Welch",0,-13,1942
-9924,"Robert A. ""Bob"" Higgins","William F. ""Bill"" Kern",0,-24,1942
-9924,"Jess C. Neely","Dell Morgan",1,12,1942
-9924,"James H. ""Jimmy"" Stewart","Dana X. Bible",0,-14,1942
-9924,"Marchmont H. ""Marchy"" Schwartz","Edwin C. ""Babe"" Horrell",0,-14,1942
-9924,"Claude Simons, Jr.","Harry R. ""Red"" Sanders",1,7,1942
-9924,"E. Lowell ""Dick"" Romney","W. Floyd Millet",1,3,1942
-9924,"Frank J. Murray","Sumner D. ""Tex"" Tilson & Henry Macauley ""Mac"" McEver",0,-6,1942
-9917,"Frank W. Thomas","Rex Enright",1,29,1942
-9917,"Miles W. Casteel","Willis L. Barnes",1,1,1942
-9917,"Hilman B. Walker","Walter J. ""Chule"" Milner",0,-34,1942
-9917,"George Cole","Jess C. Neely",0,-31,1942
-9917,"Earl H. ""Red"" Blaik","Frank W. Leahy",0,-13,1942
