"date","coach","coach2","coach_win","coach_margin","year"
2088,"Ralph ""Shug"" Jordan","Grant Teaff",0,0,1975
2088,"Dave McClain","Bill Hess",0,-10,1975
2088,"Joseph ""Joe"" Yukica","Wayne Hardin",1,18,1975
2088,"Don Nehlen","Bobby Collins",1,2,1975
2088,"Mike White","Bobby Bowden",0,-18,1975
2088,"Tony Mason","Richard Williamson",1,10,1975
2088,"Bill Mallory","Fred Akers",1,17,1975
2088,"Sark Arslanian","LaVell Edwards",1,4,1975
2088,"Larry Naviaux","George Welsh",0,-48,1975
2088,"Mike McGee","Jim Carlen",0,-8,1975
2088,"George Mans","Ollie Keller",1,3,1975
2088,"Doug Dickey","Lou Holtz",0,-1,1975
2088,"Darrell ""Dan"" Mudra","Phil Krueger",1,9,1975
2088,"Vince Dooley","Bob Tyler",1,22,1975
2088,"Pepper Rodgers","Carl Selmer",1,15,1975
2088,"Robert L. ""Bob"" Blackman","Al Onofrio",0,-10,1975
2088,"Lee Corso","Tom Osborne",0,-45,1975
2088,"Bob Commings","Frank Maloney",0,-3,1975
2088,"Bud Moore","Fran Curci",1,4,1975
2088,"Charles McClendon","Emory Bellard",0,-31,1975
2088,"Jerry Claiborne","Bill Dooley",1,27,1975
2088,"Dick Crum","Dennis E. ""Denny"" Stolz",0,-1,1975
2088,"Glenn ""Bo"" Schembechler","Jack Christiansen",0,0,1975
2088,"Cal Stoll","Elliot Uzelac",1,38,1975
2088,"Ken Cooper","Bennie Ellender",0,-11,1975
2088,"Bill Mondt","Steve Sloan",0,-7,1975
2088,"Hayden Fry","Claude Gilbert",0,-18,1975
2088,"Dan Devine","Alex Agase",1,17,1975
2088,"Wayne ""Woody"" Hayes","Joe Paterno",1,8,1975
2088,"Barry Switzer","Johnny Majors",1,36,1975
2088,"Al Conover","Fred Pancoast",0,-3,1975
2088,"Bill Battle","Dick Vermeil",0,-6,1975
2088,"Darrell Royal","Don James",1,18,1975
2088,"Tom Lovat","Jim Sweeney",0,-16,1975
2094,"Carl Selmer","Barry Switzer",0,-3,1975
2095,"Ben Martin","Dick Vermeil",0,0,1975
2095,"Paul W. ""Bear"" Bryant","Fred Pancoast",1,33,1975
2095,"Jim Young","Fred Akers",1,14,1975
2095,"Frank Kush","LaVell Edwards",1,20,1975
2095,"Frank Broyles","F.A. Dry",1,16,1975
2095,"Bill Davidson","Richard Williamson",1,19,1975
2095,"Ralph ""Shug"" Jordan","Bill Battle",0,-4,1975
2095,"Dave McClain","Dick Crum",0,-7,1975
2095,"Grant Teaff","Glenn ""Bo"" Schembechler",0,0,1975
2095,"Joseph ""Joe"" Yukica","Bobby Bowden",0,-17,1975
2095,"Mike White","Jim Sweeney",1,12,1975
2095,"Roy Kramer","John A. Murphy",1,7,1975
2095,"Tony Mason","Vince Gibson",1,19,1975
2095,"Jimmy ""Red"" Parker","Pepper Rodgers",0,-5,1975
2095,"Sark Arslanian","Bill Mondt",1,11,1975
2095,"Mike McGee","Sonny Randle",1,15,1975
2095,"Doug Dickey","Bob Tyler",1,17,1975
2095,"Darrell ""Dan"" Mudra","Earle Bruce",0,-4,1975
2095,"Vince Dooley","Jim Carlen",1,8,1975
2095,"Bill Yeoman","Dave Smith (1)",0,-11,1975
2095,"Robert L. ""Bob"" Blackman","Emory Bellard",0,-30,1975
2095,"Lee Corso","Tom Lovat",1,24,1975
2095,"Bob Commings","Joe Paterno",0,-20,1975
2095,"Bud Moore","Dee Andros",1,20,1975
2095,"Ellis Rainsberger","Chuck Mills",1,1,1975
2095,"Fran Curci","Jerry Claiborne",0,0,1975
2095,"Augie Tammariello","Jim Bradley",1,24,1975
2095,"Charles McClendon","Al Conover",1,3,1975
2095,"Dennis E. ""Denny"" Stolz","Lou Holtz",1,22,1975
2095,"Cal Stoll","Don Read",1,3,1975
2095,"Ken Cooper","Bobby Collins",1,16,1975
2095,"Al Onofrio","John Jardine",1,6,1975
2095,"George Welsh","Don James",0,-1,1975
2095,"Tom Osborne","Jim Shofner",1,42,1975
2095,"Bill Dooley","Wayne ""Woody"" Hayes",0,-25,1975
2095,"Hayden Fry","Jim Stanley",0,-54,1975
2095,"John Pont","Dan Devine",0,-24,1975
2095,"Alex Agase","John McKay",0,-13,1975
2095,"Claude Gilbert","Phil Krueger",1,9,1975
2095,"Frank Maloney","Bennie Ellender",1,18,1975
2095,"Darrell Royal","Steve Sloan",1,24,1975
2101,"Bill Mondt","LaVell Edwards",0,-1,1975
2102,"Ben Martin","George Welsh",0,-17,1975
2102,"Paul W. ""Bear"" Bryant","Ken Cooper",1,26,1975
2102,"Jim Young","John Pont",1,35,1975
2102,"Frank Broyles","Jim Shofner",1,11,1975
2102,"Bill Davidson","Augie Tammariello",1,22,1975
2102,"Homer Smith","Jack Christiansen",0,-53,1975
2102,"Ralph ""Shug"" Jordan","Jimmy Sharpe",0,-7,1975
2102,"Grant Teaff","Jim Carlen",0,-11,1975
2102,"Don Nehlen","Elliot Uzelac",1,28,1975
2102,"Tony Mason","Wayne Hardin",0,-4,1975
2102,"Jimmy ""Red"" Parker","Vince Dooley",0,-28,1975
2102,"Bill Mallory","Barry Switzer",0,-1,1975
2102,"Sark Arslanian","Fred Akers",1,3,1975
2102,"Mike McGee","Johnny Majors",0,-14,1975
2102,"Doug Dickey","Charles McClendon",1,28,1975
2102,"Darrell ""Dan"" Mudra","Pepper Rodgers",0,-30,1975
2102,"Larry Price","Frank R. Burns",0,-4,1975
2102,"Robert L. ""Bob"" Blackman","Jim Sweeney",1,6,1975
2102,"Lee Corso","Lou Holtz",0,-27,1975
2102,"Bob Commings","John McKay",0,-11,1975
2102,"Earle Bruce","Tom Lovat",1,28,1975
2102,"Bud Moore","John Jardine",1,34,1975
2102,"Ellis Rainsberger","Emory Bellard",0,-10,1975
2102,"Fran Curci","Joe Paterno",0,-7,1975
2102,"Jerry Claiborne","Frank Maloney",1,17,1975
2102,"Richard Williamson","Hayden Fry",1,2,1975
2102,"Carl Selmer","Tom Osborne",0,-15,1975
2102,"Dick Crum","Alex Agase",1,11,1975
2102,"Glenn ""Bo"" Schembechler","Al Onofrio",1,24,1975
2102,"Dennis E. ""Denny"" Stolz","Dan Devine",1,7,1975
2102,"Cal Stoll","Bill Hess",1,21,1975
2102,"Bob Tyler","Bobby Collins",1,4,1975
2102,"Jim Bradley","F.A. Dry",0,-28,1975
2102,"Bill Dooley","Sonny Randle",1,3,1975
2102,"Wayne ""Woody"" Hayes","Dick Vermeil",1,21,1975
2102,"Jim Stanley","Steve Sloan",1,1,1975
2102,"Don Read","Don James",0,-10,1975
2102,"Dave Smith (1)","Bobby Bowden",0,-6,1975
2102,"Darrell Royal","Phil Krueger",1,54,1975
2102,"Bennie Ellender","Fred Pancoast",0,-3,1975
2108,"Bill Mallory","Carl Selmer",1,13,1975
2108,"Dave Smith (1)","Jim Shofner",1,15,1975
2109,"Ben Martin","LaVell Edwards",0,-14,1975
2109,"Paul W. ""Bear"" Bryant","Don James",1,52,1975
2109,"Jim Young","Gil Bartosh",1,36,1975
2109,"Frank Kush","Bill Mondt",1,6,1975
2109,"Frank Broyles","Grant Teaff",1,38,1975
2109,"Homer Smith","Mike McGee",0,-11,1975
2109,"Ralph ""Shug"" Jordan","Fran Curci",1,6,1975
2109,"Joseph ""Joe"" Yukica","Bennie Ellender",0,-10,1975
2109,"Don Nehlen","John A. Murphy",1,17,1975
2109,"Mike White","Don Read",1,27,1975
2109,"Roy Kramer","George Mans",1,13,1975
2109,"Tony Mason","F.A. Dry",0,-8,1975
2109,"Jimmy ""Red"" Parker","Chuck Mills",1,2,1975
2109,"Sark Arslanian","Dee Andros",1,9,1975
2109,"Doug Dickey","Fred Pancoast",1,35,1975
2109,"Darrell ""Dan"" Mudra","Jimmy Sharpe",0,-3,1975
2109,"J.R. Boone","Claude Gilbert",0,-29,1975
2109,"Vince Dooley","Ken Cooper",0,-15,1975
2109,"Bill Yeoman","Hayden Fry",0,-28,1975
2109,"Robert L. ""Bob"" Blackman","Cal Stoll",1,19,1975
2109,"Lee Corso","John Pont",0,-30,1975
2109,"Bob Commings","Wayne ""Woody"" Hayes",0,-49,1975
2109,"Earle Bruce","Ellis Rainsberger",1,10,1975
2109,"Bud Moore","Tom Osborne",0,-16,1975
2109,"Augie Tammariello","Maxie Lambright",0,-10,1975
2109,"Charles McClendon","Bill Battle",0,-14,1975
2109,"Jerry Claiborne","Lou Holtz",1,15,1975
2109,"Richard Williamson","Bobby Collins",0,-14,1975
2109,"Glenn ""Bo"" Schembechler","Dennis E. ""Denny"" Stolz",1,10,1975
2109,"Bob Tyler","Al Conover",1,14,1975
2109,"Al Onofrio","Jim Stanley",1,27,1975
2109,"George Welsh","Frank Maloney",1,4,1975
2109,"Bill Dooley","Dan Devine",0,-7,1975
2109,"Barry Switzer","Darrell Royal",1,7,1975
2109,"Joe Paterno","Bobby Bowden",1,39,1975
2109,"Johnny Majors","Wayne Hardin",1,49,1975
2109,"Alex Agase","John Jardine",0,-3,1975
2109,"Jim Carlen","Sonny Randle",1,27,1975
2109,"John McKay","Jim Sweeney",1,18,1975
2109,"Jack Christiansen","Dick Vermeil",0,-10,1975
2109,"Emory Bellard","Steve Sloan",1,29,1975
2109,"Tom Lovat","Fred Akers",1,3,1975
2115,"Bill Yeoman","Carl Selmer",0,-4,1975
2116,"Ben Martin","Dan Devine",0,-1,1975
2116,"Jim Dennison","Wayne Hardin",1,1,1975
2116,"Paul W. ""Bear"" Bryant","Bill Battle",1,23,1975
2116,"Jim Young","Steve Sloan",1,4,1975
2116,"Frank Kush","Sark Arslanian",1,30,1975
2116,"Frank Broyles","Darrell Royal",0,-6,1975
2116,"Bill Davidson","Tony Mason",1,5,1975
2116,"Homer Smith","Johnny Majors",0,-32,1975
2116,"Ralph ""Shug"" Jordan","Pepper Rodgers",1,4,1975
2116,"Dave McClain","Roy Kramer",1,3,1975
2116,"Tony Knap","Ron Meyer",1,13,1975
2116,"Joseph ""Joe"" Yukica","George Welsh",1,14,1975
2116,"Mike White","Dee Andros",1,27,1975
2116,"Jimmy ""Red"" Parker","Mike McGee",0,-4,1975
2116,"Bill Mallory","Al Onofrio",1,11,1975
2116,"Doug Dickey","Darrell ""Dan"" Mudra",1,26,1975
2116,"Vince Dooley","Fred Pancoast",1,44,1975
2116,"Robert L. ""Bob"" Blackman","Alex Agase",0,-2,1975
2116,"Lee Corso","Bob Commings",0,-10,1975
2116,"Earle Bruce","Bud Moore",0,-11,1975
2116,"Ellis Rainsberger","Barry Switzer",0,-22,1975
2116,"Fran Curci","Charles McClendon",0,-3,1975
2116,"Vince Gibson","Richard Williamson",0,-34,1975
2116,"Jerry Claiborne","Chuck Mills",1,27,1975
2116,"Dick Crum","Bill Hess",1,8,1975
2116,"Glenn ""Bo"" Schembechler","John Pont",1,69,1975
2116,"Dennis E. ""Denny"" Stolz","Cal Stoll",1,23,1975
2116,"Ken Cooper","Jim Carlen",0,-6,1975
2116,"Bob Tyler","Hayden Fry",1,3,1975
2116,"Tom Osborne","Jim Stanley",1,8,1975
2116,"Bill Mondt","Tom Lovat",1,4,1975
2116,"Jim Bradley","Claude Gilbert",0,-45,1975
2116,"Bill Dooley","Lou Holtz",0,-1,1975
2116,"Wayne ""Woody"" Hayes","John Jardine",1,56,1975
2116,"Don Read","John McKay",0,-14,1975
2116,"Joe Paterno","Frank Maloney",1,12,1975
2116,"Al Conover","Dave Smith (1)",1,11,1975
2116,"Jack Christiansen","Don James",1,3,1975
2116,"Gil Bartosh","Fred Akers",0,-17,1975
2116,"Emory Bellard","Jim Shofner",1,8,1975
2116,"John A. Murphy","Elliot Uzelac",1,18,1975
2116,"Bennie Ellender","Bobby Bowden",1,2,1975
2116,"Dick Vermeil","Jim Sweeney",1,14,1975
2116,"Sonny Randle","Jimmy Sharpe",0,-7,1975
2122,"Jimmy Sharpe","Bobby Bowden",0,-3,1975
2123,"Ben Martin","Sark Arslanian",0,-37,1975
2123,"Paul W. ""Bear"" Bryant","Jim Shofner",1,45,1975
2123,"Jim Young","Bill Mondt",0,-10,1975
2123,"Frank Kush","Gil Bartosh",1,18,1975
2123,"Frank Broyles","Phil Krueger",1,31,1975
2123,"Homer Smith","Joe Paterno",0,-31,1975
2123,"Ralph ""Shug"" Jordan","Darrell ""Dan"" Mudra",1,3,1975
2123,"Grant Teaff","Emory Bellard",0,-9,1975
2123,"Joseph ""Joe"" Yukica","Frank Maloney",0,-8,1975
2123,"Don Nehlen","Dick Crum",0,-3,1975
2123,"Mike White","Dick Vermeil",0,-14,1975
2123,"Tony Mason","Augie Tammariello",1,6,1975
2123,"Jimmy ""Red"" Parker","Lou Holtz",0,-38,1975
2123,"Bill Mallory","Tom Osborne",0,-42,1975
2123,"Larry Naviaux","Dick MacPherson",0,-15,1975
2123,"Mike McGee","Doug Dickey",0,-8,1975
2123,"Pat Dye","Bill Dooley",1,21,1975
2123,"Vince Dooley","Fran Curci",1,8,1975
2123,"Pepper Rodgers","Bennie Ellender",1,23,1975
2123,"Robert L. ""Bob"" Blackman","Dennis E. ""Denny"" Stolz",1,2,1975
2123,"Lee Corso","Glenn ""Bo"" Schembechler",0,-48,1975
2123,"Bob Commings","Cal Stoll",0,-24,1975
2123,"Earle Bruce","Barry Switzer",0,-32,1975
2123,"Bud Moore","Jim Stanley",0,-16,1975
2123,"Ellis Rainsberger","Al Onofrio",0,-32,1975
2123,"Charles McClendon","Jim Carlen",1,18,1975
2123,"Maxie Lambright","Bobby Collins",0,-10,1975
2123,"Vince Gibson","Bob Tyler",0,-14,1975
2123,"Frank Ellwood","Elliot Uzelac",1,2,1975
2123,"Richard Williamson","F.A. Dry",1,2,1975
2123,"Ken Cooper","Fred Pancoast",1,10,1975
2123,"George Welsh","Johnny Majors",1,17,1975
2123,"Hayden Fry","Bill Battle",1,7,1975
2123,"John Pont","John Jardine",0,-3,1975
2123,"Dan Devine","John McKay",0,-7,1975
2123,"Bill Hess","John A. Murphy",0,-4,1975
2123,"Wayne ""Woody"" Hayes","Alex Agase",1,29,1975
2123,"Don Read","Tom Lovat",1,11,1975
2123,"Dee Andros","Don James",0,-28,1975
2123,"Al Conover","Darrell Royal",0,-32,1975
2123,"Dave Smith (1)","Steve Sloan",0,-17,1975
2123,"Jack Christiansen","Jim Sweeney",1,40,1975
2123,"Sonny Randle","Chuck Mills",0,-45,1975
2123,"Fred Akers","LaVell Edwards",0,-13,1975
2130,"Ben Martin","Homer Smith",1,30,1975
2130,"Paul W. ""Bear"" Bryant","Bob Tyler",1,11,1975
2130,"Jim Young","LaVell Edwards",1,16,1975
2130,"Frank Kush","Tom Lovat",1,26,1975
2130,"Ralph ""Shug"" Jordan","Doug Dickey",0,-17,1975
2130,"Dave McClain","Don Nehlen",1,7,1975
2130,"Grant Teaff","Jim Shofner",1,18,1975
2130,"Joseph ""Joe"" Yukica","Carl Selmer",1,14,1975
2130,"Mike White","John McKay",1,14,1975
2130,"Roy Kramer","Frank Ellwood",1,34,1975
2130,"Tony Mason","Bill Yeoman",1,5,1975
2130,"Jimmy ""Red"" Parker","Darrell ""Dan"" Mudra",0,-36,1975
2130,"Bill Mallory","Earle Bruce",1,1,1975
2130,"Sark Arslanian","Bill Battle",0,-21,1975
2130,"Larry Naviaux","Frank R. Burns",0,-27,1975
2130,"Mike McGee","Pepper Rodgers",0,-15,1975
2130,"Robert L. ""Bob"" Blackman","John Jardine",0,-9,1975
2130,"Lee Corso","Wayne ""Woody"" Hayes",0,-10,1975
2130,"Bob Commings","John Pont",1,3,1975
2130,"Bud Moore","Ellis Rainsberger",1,28,1975
2130,"Fran Curci","Bennie Ellender",1,13,1975
2130,"Charles McClendon","Ken Cooper",0,-4,1975
2130,"Vince Gibson","F.A. Dry",0,-24,1975
2130,"Jerry Claiborne","Joe Paterno",0,-2,1975
2130,"Dick Crum","John A. Murphy",1,14,1975
2130,"Glenn ""Bo"" Schembechler","Cal Stoll",1,7,1975
2130,"Dennis E. ""Denny"" Stolz","Alex Agase",0,-10,1975
2130,"Al Onofrio","Tom Osborne",0,-23,1975
2130,"George Welsh","Dan Devine",0,-21,1975
2130,"Bill Mondt","Gil Bartosh",1,20,1975
2130,"Bill Dooley","Chuck Mills",0,-12,1975
2130,"Lou Holtz","Jim Carlen",1,7,1975
2130,"Bill Hess","Elliot Uzelac",1,14,1975
2130,"Barry Switzer","Jim Stanley",1,20,1975
2130,"Don Read","Jim Sweeney",1,12,1975
2130,"Dee Andros","Jack Christiansen",0,-6,1975
2130,"Johnny Majors","Frank Maloney",1,38,1975
2130,"Al Conover","Steve Sloan",0,-4,1975
2130,"Dave Smith (1)","Darrell Royal",0,-8,1975
2130,"Dick Vermeil","Don James",0,-4,1975
2130,"Phil Krueger","Fred Akers",1,6,1975
2130,"Fred Pancoast","Sonny Randle",1,3,1975
2136,"Carl Selmer","George Welsh",0,-1,1975
2137,"Ben Martin","Bennie Ellender",1,1,1975
2137,"Jim Dennison","Dave McClain",0,-3,1975
2137,"Paul W. ""Bear"" Bryant","Charles McClendon",1,13,1975
2137,"Jim Young","Claude Gilbert",1,7,1975
2137,"Frank Kush","Fred Akers",1,1,1975
2137,"Frank Broyles","Al Conover",1,4,1975
2137,"Homer Smith","Joseph ""Joe"" Yukica",0,-31,1975
2137,"Ralph ""Shug"" Jordan","Bob Tyler",0,0,1975
2137,"Grant Teaff","Darrell Royal",0,-16,1975
2137,"Tony Knap","Jerry Scattine",1,43,1975
2137,"Don Nehlen","Bill Hess",1,2,1975
2137,"Mike White","Don James",1,3,1975
2137,"Tony Mason","Jerry Claiborne",0,-2,1975
2137,"Jimmy ""Red"" Parker","Bill Dooley",1,3,1975
2137,"Bill Mallory","Jim Stanley",1,10,1975
2137,"Sark Arslanian","Gil Bartosh",1,4,1975
2137,"Mike McGee","Chuck Mills",1,28,1975
2137,"Pat Dye","Sonny Randle",1,51,1975
2137,"Doug Dickey","Vince Dooley",0,-3,1975
2137,"Darrell ""Dan"" Mudra","Richard Williamson",0,-3,1975
2137,"Pepper Rodgers","Dan Devine",0,-21,1975
2137,"Bill Yeoman","Jimmy Sharpe",0,-6,1975
2137,"Robert L. ""Bob"" Blackman","Wayne ""Woody"" Hayes",0,-37,1975
2137,"Lee Corso","Dennis E. ""Denny"" Stolz",0,-8,1975
2137,"Bob Commings","John Jardine",1,17,1975
2137,"Earle Bruce","Al Onofrio",0,-30,1975
2137,"Bud Moore","Barry Switzer",1,20,1975
2137,"Ellis Rainsberger","Tom Osborne",0,-12,1975
2137,"Fran Curci","Fred Pancoast",0,-10,1975
2137,"Ollie Keller","Maxie Lambright",0,-18,1975
2137,"Dick Crum","Elliot Uzelac",1,23,1975
2137,"Glenn ""Bo"" Schembechler","Alex Agase",1,28,1975
2137,"Ben Hurt","Jimmy Feix",0,-14,1975
2137,"Cal Stoll","John Pont",1,24,1975
2137,"Lou Holtz","Joe Paterno",1,1,1975
2137,"Don Read","Dick Vermeil",0,-33,1975
2137,"Dee Andros","Jim Sweeney",1,7,1975
2137,"Johnny Majors","Bobby Bowden",0,-3,1975
2137,"John McKay","Jack Christiansen",0,-3,1975
2137,"Dave Smith (1)","Emory Bellard",0,-33,1975
2137,"Bill Battle","Tom Lovat",1,33,1975
2137,"Jim Shofner","Steve Sloan",0,-34,1975
2137,"Phil Krueger","LaVell Edwards",0,-17,1975
2144,"Ben Martin","Mike White",0,-17,1975
2144,"Paul W. ""Bear"" Bryant","Bobby Collins",1,21,1975
2144,"Jim Young","Sark Arslanian",1,22,1975
2144,"Frank Broyles","Dave Smith (1)",1,28,1975
2144,"Homer Smith","Fred Pancoast",0,-9,1975
2144,"Ralph ""Shug"" Jordan","Vince Dooley",0,-15,1975
2144,"Grant Teaff","Steve Sloan",0,-23,1975
2144,"Tony Knap","Phil Krueger",0,-23,1975
2144,"Tony Mason","Bill Hess",1,1,1975
2144,"Jimmy ""Red"" Parker","Jerry Claiborne",0,-2,1975
2144,"Bill Mallory","Bud Moore",1,3,1975
2144,"Mike McGee","Lou Holtz",0,0,1975
2144,"George Mans","Elliot Uzelac",0,-10,1975
2144,"Doug Dickey","Fran Curci",1,41,1975
2144,"Darrell ""Dan"" Mudra","Carl Selmer",0,-2,1975
2144,"Pepper Rodgers","George Welsh",1,1,1975
2144,"Larry Price","Gil Bartosh",1,12,1975
2144,"Bill Yeoman","Richard Williamson",0,-7,1975
2144,"Robert L. ""Bob"" Blackman","Glenn ""Bo"" Schembechler",0,-6,1975
2144,"Lee Corso","John Jardine",0,0,1975
2144,"Bob Commings","Alex Agase",0,-1,1975
2144,"Earle Bruce","Tom Osborne",0,-52,1975
2144,"Ellis Rainsberger","Jim Stanley",0,-53,1975
2144,"Ollie Keller","Vince Gibson",1,4,1975
2144,"Charles McClendon","Bob Tyler",0,-10,1975
2144,"Dennis E. ""Denny"" Stolz","John Pont",1,33,1975
2144,"Cal Stoll","Wayne ""Woody"" Hayes",0,-32,1975
2144,"Ken Cooper","Bill Battle",1,17,1975
2144,"Al Onofrio","Barry Switzer",0,-1,1975
2144,"Bill Mondt","Fred Akers",1,6,1975
2144,"Jim Bradley","Hayden Fry",0,-4,1975
2144,"Bill Dooley","Bennie Ellender",1,2,1975
2144,"Dan Devine","Johnny Majors",0,-14,1975
2144,"Don Read","Jack Christiansen",0,-3,1975
2144,"Dee Andros","Dick Vermeil",0,-22,1975
2144,"Al Conover","Emory Bellard",0,-19,1975
2144,"Jim Carlen","Chuck Mills",1,11,1975
2144,"John McKay","Don James",0,-1,1975
2144,"Frank Maloney","Sonny Randle",1,37,1975
2144,"Darrell Royal","Jim Shofner",1,16,1975
2144,"Tom Lovat","LaVell Edwards",0,-31,1975
2151,"Ben Martin","Fred Akers",0,-14,1975
2151,"Jim Young","Tom Lovat",1,24,1975
2151,"Frank Broyles","Steve Sloan",1,17,1975
2151,"Bill Davidson","Maxie Lambright",1,17,1975
2151,"Grant Teaff","Dave Smith (1)",0,-3,1975
2151,"Joseph ""Joe"" Yukica","Dick MacPherson",1,10,1975
2151,"Mike White","Jack Christiansen",1,33,1975
2151,"Tony Mason","Dick Crum",0,-8,1975
2151,"Jimmy ""Red"" Parker","Jim Carlen",0,-36,1975
2151,"Bill Mallory","Ellis Rainsberger",1,26,1975
2151,"Sark Arslanian","Phil Krueger",0,-11,1975
2151,"Mike McGee","Bill Dooley",0,0,1975
2151,"Darrell ""Dan"" Mudra","Bill Yeoman",1,11,1975
2151,"Robert L. ""Bob"" Blackman","John Pont",1,21,1975
2151,"Lee Corso","Alex Agase",0,-2,1975
2151,"Bob Commings","Dennis E. ""Denny"" Stolz",0,-4,1975
2151,"Earle Bruce","Jim Stanley",0,-7,1975
2151,"Bud Moore","Al Onofrio",1,18,1975
2151,"Fran Curci","Bill Battle",0,-4,1975
2151,"Charles McClendon","Bennie Ellender",1,36,1975
2151,"Frank Ellwood","Bill Hess",0,-17,1975
2151,"Jerry Claiborne","Sonny Randle",1,38,1975
2151,"Carl Selmer","Dan Devine",0,-23,1975
2151,"Glenn ""Bo"" Schembechler","Wayne ""Woody"" Hayes",0,-7,1975
2151,"Cal Stoll","John Jardine",1,21,1975
2151,"Ken Cooper","Bob Tyler",1,6,1975
2151,"Tom Osborne","Barry Switzer",0,-25,1975
2151,"Jerry Scattine","Ron Meyer",0,-38,1975
2151,"Bill Mondt","Jim Bradley",1,24,1975
2151,"Don Read","Dee Andros",1,7,1975
2151,"Joe Paterno","Johnny Majors",1,1,1975
2151,"Al Conover","Jim Shofner",0,-7,1975
2151,"Frank Maloney","Bobby Bowden",1,1,1975
2151,"Gil Bartosh","LaVell Edwards",0,-10,1975
2151,"Jimmy Sharpe","Chuck Mills",1,30,1975
2151,"Don James","Jim Sweeney",1,1,1975
2156,"Vince Dooley","Pepper Rodgers",1,16,1975
2157,"John McKay","Dick Vermeil",0,-3,1975
2157,"Darrell Royal","Emory Bellard",0,-10,1975
2158,"Paul W. ""Bear"" Bryant","Ralph ""Shug"" Jordan",1,28,1975
2158,"Jim Young","Frank Kush",0,-3,1975
2158,"Homer Smith","George Welsh",0,-24,1975
2158,"Grant Teaff","Al Conover",1,18,1975
2158,"Doug Dickey","Carl Selmer",1,4,1975
2158,"Bill Yeoman","F.A. Dry",1,12,1975
2158,"Frank R. Burns","Frank Maloney",1,11,1975
2158,"Bobby Collins","LaVell Edwards",1,28,1975
2158,"Bill Battle","Fred Pancoast",0,-3,1975
2165,"Frank Broyles","Emory Bellard",1,25,1975
2165,"Larry Price","Bill Battle",0,-22,1975
2179,"Dick Crum","Jim Carlen",1,13,1975
2181,"John McKay","Emory Bellard",1,20,1975
2185,"Frank Kush","Tom Osborne",1,3,1975
2185,"Bud Moore","Johnny Majors",0,-14,1975
2186,"Bill Mallory","Darrell Royal",0,-17,1975
2188,"Doug Dickey","Jerry Claiborne",0,-13,1975
2190,"Paul W. ""Bear"" Bryant","Joe Paterno",1,7,1975
2190,"Lou Holtz","Bobby Bowden",0,-3,1975
2191,"Frank Broyles","Vince Dooley",1,21,1975
2191,"Glenn ""Bo"" Schembechler","Barry Switzer",0,-8,1975
2191,"Wayne ""Woody"" Hayes","Dick Vermeil",0,-13,1975
2438,"Bill Davidson","John David Crow",1,18,1976
2438,"Ed Chlebek","Bill Hess",0,-16,1976
2438,"Bud Moore","Craig Fertig",1,12,1976
2438,"Richard Williamson","Ken Cooper",1,5,1976
2438,"Dick Crum","Bill Dooley",0,-4,1976
2438,"Bob Tyler","Hayden Fry",1,7,1976
2438,"Jimmy Sharpe","Chuck Mills",1,17,1976
2443,"Frank Kush","Terry Donahue",0,-18,1976
2445,"Jim Dennison","Wayne Hardin",0,-10,1976
2445,"Paul W. ""Bear"" Bryant","Ken Cooper",0,-3,1976
2445,"Jim Young","Doug Barfield",1,12,1976
2445,"Frank Broyles","Bruce Snyder",1,17,1976
2445,"Dave McClain","Maxie Lambright",1,13,1976
2445,"Grant Teaff","Bill Yeoman",0,-18,1976
2445,"Joseph ""Joe"" Yukica","Darrell Royal",1,1,1976
2445,"Don Nehlen","Frank Maloney",1,15,1976
2445,"Mike White","Vince Dooley",0,-12,1976
2445,"Tony Mason","Larry Smith",1,7,1976
2445,"Bill Mallory","Steve Sloan",0,-17,1976
2445,"Sark Arslanian","Don Read",0,-14,1976
2445,"Mike McGee","Bill Battle",1,3,1976
2445,"Pat Dye","Bobby Collins",1,48,1976
2445,"Ed Chlebek","Elliot Uzelac",0,-18,1976
2445,"Doug Dickey","Bill Dooley",0,-3,1976
2445,"Bobby Bowden","Richard Williamson",0,-9,1976
2445,"Jim Sweeney","Augie Tammariello",0,-27,1976
2445,"Pepper Rodgers","Jim Carlen",0,-10,1976
2445,"Robert L. ""Bob"" Blackman","Bob Commings",1,18,1976
2445,"Lee Corso","Cal Stoll",0,-19,1976
2445,"Bud Moore","Jackie Sherrill",1,19,1976
2445,"Ellis Rainsberger","LaVell Edwards",1,10,1976
2445,"Fran Curci","Craig Fertig",1,25,1976
2445,"Charles McClendon","Tom Osborne",0,0,1976
2445,"Frank Ellwood","Dick Crum",1,5,1976
2445,"Dick MacPherson","John A. Murphy",1,14,1976
2445,"Glenn ""Bo"" Schembechler","John Jardine",1,13,1976
2445,"Darryl D. Rogers","Wayne ""Woody"" Hayes",0,-28,1976
2445,"Al Onofrio","John Robinson (1)",1,21,1976
2445,"George Welsh","Frank R. Burns",0,-10,1976
2445,"Jim Bradley","Gil Bartosh",1,3,1976
2445,"Bo Rein","Chuck Mills",0,-2,1976
2445,"John Pont","Alex Agase",0,-12,1976
2445,"Dan Devine","Johnny Majors",0,-21,1976
2445,"Barry Switzer","Fred Pancoast",1,21,1976
2445,"Jim Stanley","F.A. Dry",1,12,1976
2445,"Joe Paterno","Jack Christiansen",1,3,1976
2445,"Ron Meyer","Jim Shofner",1,20,1976
