"Coach","Year","Rating","Rank"
"Sean Kugler",2015,1455.65960292494,266
"Shane Montgomery",2005,1523.43426799809,32
"Shane Montgomery",2006,1439.85229108875,120
"Shane Montgomery",2007,1449.95175212036,129
"Shane Montgomery",2008,1380.71990307911,168
"Shawn Elliott",2015,1472.6579916143,244
"Skip Holtz",2005,1480.51695817972,86
"Skip Holtz",2006,1508.07770627072,58
"Skip Holtz",2007,1529.05148371635,47
"Skip Holtz",2008,1537.60368893864,39
"Skip Holtz",2009,1556.94906516605,34
"Skip Holtz",2010,1554.77585468982,36
"Skip Holtz",2011,1492.64555597132,125
"Skip Holtz",2012,1429.6864351259,233
"Skip Holtz",2013,1410.58903063072,278
"Skip Holtz",2014,1490.65223430561,181
"Skip Holtz",2015,1539.87727646026,60
"Sonny Dykes",2010,1478.07568012869,136
"Sonny Dykes",2011,1504.69036264528,91
"Sonny Dykes",2012,1541.0493727138,57
"Sonny Dykes",2013,1417.68682307276,271
"Sonny Dykes",2014,1437.0775346085,276
"Sonny Dykes",2015,1493.23897384229,186
"Sonny Lubick",2005,1492.79632025397,66
"Sonny Lubick",2006,1447.86207694102,108
"Sonny Lubick",2007,1421.13712823577,147
"Stan Brock",2007,1424.45412874873,145
"Stan Brock",2008,1408.28723420097,162
"Stan Parrish",2008,1564.28560506132,27
"Stan Parrish",2009,1462.76122028504,140
"Stan Parrish",2010,1430.56027690508,194
"Stan Parrish",2013,1394.90490422119,285
"Steve Addazio",2011,1514.84584781525,73
"Steve Addazio",2012,1464.06682147366,202
"Steve Addazio",2013,1469.45689240084,223
"Steve Addazio",2014,1486.11578850754,196
"Steve Addazio",2015,1431.66970651674,296
"Steve Fairchild",2008,1507.27442477547,70
"Steve Fairchild",2009,1439.93621563866,165
"Steve Fairchild",2010,1406.06388309,210
"Steve Fairchild",2011,1393.29468209954,236
"Steve Kragthorpe",2005,1545.91448541912,22
"Steve Kragthorpe",2006,1535.18855108562,41
"Steve Kragthorpe",2007,1508.31060576382,65
"Steve Kragthorpe",2008,1478.16744230818,112
"Steve Kragthorpe",2009,1448.25691581191,158
"Steve Roberts",2005,1486.24192870439,74
"Steve Roberts",2006,1484.72408041604,80
"Steve Roberts",2007,1466.65143638069,114
"Steve Roberts",2008,1464.81805030107,128
"Steve Roberts",2009,1428.99108127862,172
"Steve Roberts",2010,1428.23605502133,197
"Steve Sarkisian",2009,1488.91314482237,102
"Steve Sarkisian",2010,1517.42380380503,66
"Steve Sarkisian",2011,1521.64093213504,68
"Steve Sarkisian",2012,1527.02523160743,76
"Steve Sarkisian",2013,1570.56833353458,37
"Steve Sarkisian",2014,1601.31983844256,25
"Steve Sarkisian",2015,1583.15728209056,33
"Steve Spurrier",2005,1517.44687581182,40
"Steve Spurrier",2006,1535.90362874161,39
"Steve Spurrier",2007,1503.58946379769,74
"Steve Spurrier",2008,1495.23018057129,91
"Steve Spurrier",2009,1506.21273495224,74
"Steve Spurrier",2010,1541.01887652632,45
"Steve Spurrier",2011,1601.87994687532,23
"Steve Spurrier",2012,1636.89541489598,12
"Steve Spurrier",2013,1662.86474198508,6
"Steve Spurrier",2014,1609.02872467571,20
"Steve Spurrier",2015,1529.54973546391,72
"Steve Stripling",2009,1577.13406562185,24
"Steve Stripling",2012,1568.7916212575,35
"Sylvester ""Sly"" Croom",2005,1447.19102240643,108
"Sylvester ""Sly"" Croom",2006,1417.91466873511,128
"Sylvester ""Sly"" Croom",2007,1461.37286233666,118
"Sylvester ""Sly"" Croom",2008,1449.21574493502,140
"T.J. Weist",2013,1462.94792666006,232
"Ted Roof",2005,1413.17807496566,121
"Ted Roof",2006,1349.95257329787,138
"Ted Roof",2007,1322.79440066976,163
"Terry Bowden",2012,1387.74961514271,263
"Terry Bowden",2013,1424.27457383959,265
"Terry Bowden",2014,1418.01621751064,289
"Terry Bowden",2015,1472.73606453387,243
"Terry Hoeppner",2005,1462.39223352386,102
"Terry Hoeppner",2006,1471.51331639239,95
"Tim Beckman",2009,1467.67943792481,131
"Tim Beckman",2010,1491.4116301543,110
"Tim Beckman",2011,1531.40947552767,57
"Tim Beckman",2012,1424.94802650983,237
"Tim Beckman",2013,1422.59943791433,266
"Tim Beckman",2014,1437.53382418833,275
"Tim Brewster",2007,1423.96350603804,146
"Tim Brewster",2008,1458.45450369947,135
"Tim Brewster",2009,1465.142359929,137
"Tim Brewster",2010,1443.17070388461,182
"Tim DeRuyter",2011,1507.73697748189,86
"Tim DeRuyter",2012,1553.31498220795,43
"Tim DeRuyter",2013,1574.45383039535,33
"Tim DeRuyter",2014,1504.92993329045,111
"Tim DeRuyter",2015,1440.66212283125,284
"Tim Kish",2011,1476.58592464095,166
"Todd Berry",2010,1477.58999719647,138
"Todd Berry",2011,1438.02369988009,221
"Todd Berry",2012,1490.24296163149,148
"Todd Berry",2013,1477.90486793806,201
"Todd Berry",2014,1448.77181034533,263
"Todd Berry",2015,1368.49935494564,327
"Todd Dodge",2007,1412.31244596556,149
"Todd Dodge",2008,1361.07294664621,174
"Todd Dodge",2009,1344.90022242474,193
"Todd Dodge",2010,1358.2210174866,217
"Todd Graham",2006,1508.29183926056,57
"Todd Graham",2007,1551.79638342845,33
"Todd Graham",2008,1583.50363733828,20
"Todd Graham",2009,1518.29547774605,61
"Todd Graham",2010,1568.74607074879,28
"Todd Graham",2011,1524.80379256045,65
"Todd Graham",2012,1542.39587849209,54
"Todd Graham",2013,1601.82681273614,24
"Todd Graham",2014,1617.6569364739,15
"Todd Graham",2015,1545.79771165992,54
"Todd Monken",2013,1388.66163178346,286
"Todd Monken",2014,1385.55893200089,305
"Todd Monken",2015,1477.83691677775,239
"Tom Amstutz",2005,1542.14016326978,24
"Tom Amstutz",2006,1485.8600968454,78
"Tom Amstutz",2007,1460.62553778561,121
"Tom Amstutz",2008,1416.41097412687,157
"Tom Bradley",2011,1540.29894942161,47
"Tom Craft",2005,1484.12881598677,79
"Tom Herman",2015,1614.83653205647,14
"Tom Mason",2014,1419.37587103629,287
"Tom Matukewicz",2010,1552.63310200373,39
"Tom O'Brien",2005,1553.93024086381,17
"Tom O'Brien",2006,1588.15204722769,16
"Tom O'Brien",2007,1529.7584455174,46
"Tom O'Brien",2008,1505.16842260949,73
"Tom O'Brien",2009,1475.84656619412,123
"Tom O'Brien",2010,1530.44451421224,55
"Tom O'Brien",2011,1537.89124250854,52
"Tom O'Brien",2012,1513.38485070401,90
"Tommy Bowden",2005,1546.24861441805,21
"Tommy Bowden",2006,1538.80994835434,37
"Tommy Bowden",2007,1549.86717045021,34
"Tommy Bowden",2008,1529.76790554154,46
"Tommy Tuberville",2005,1554.2011297798,15
"Tommy Tuberville",2006,1613.88127476908,7
"Tommy Tuberville",2007,1609.06375765068,11
"Tommy Tuberville",2008,1540.68369748705,38
"Tommy Tuberville",2010,1552.33016099518,40
"Tommy Tuberville",2011,1502.74772494264,97
"Tommy Tuberville",2012,1531.31974879327,68
"Tommy Tuberville",2013,1562.50847781648,41
"Tommy Tuberville",2014,1581.8283492907,33
"Tommy Tuberville",2015,1550.68087317117,52
"Tommy West",2005,1520.57974608992,35
"Tommy West",2006,1440.78381401756,116
"Tommy West",2007,1451.99745176669,128
"Tommy West",2008,1445.55493737734,143
"Tommy West",2009,1391.96493717916,188
"Tony Levine",2011,1610.25547093238,18
"Tony Levine",2012,1529.09749641954,75
"Tony Levine",2013,1536.82456736683,60
"Tony Levine",2014,1541.0253998147,56
"Tony Sanchez",2015,1436.62210886808,290
"Tracy Claeys",2013,1521.3003883895,82
"Tracy Claeys",2015,1505.77978882707,110
"Trent Miles",2013,1414.37291593047,275
"Trent Miles",2014,1353.64724780924,311
"Trent Miles",2015,1432.38976120454,295
"Troy Calhoun",2007,1523.52126303441,53
"Troy Calhoun",2008,1528.7833457036,47
"Troy Calhoun",2009,1542.91710506257,43
"Troy Calhoun",2010,1566.86923526943,29
"Troy Calhoun",2011,1527.91674237201,61
"Troy Calhoun",2012,1502.14735169103,110
"Troy Calhoun",2013,1414.0619149276,276
"Troy Calhoun",2014,1515.66579223395,93
"Troy Calhoun",2015,1511.85155498309,99
"Turner Gill",2006,1417.80109295729,129
"Turner Gill",2007,1432.05536351978,142
"Turner Gill",2008,1488.54334580322,100
"Turner Gill",2009,1451.26623068962,155
"Turner Gill",2010,1444.54987527003,180
"Turner Gill",2011,1389.22564328092,238
"Tyrone ""Ty"" Willingham",2005,1439.87565379488,111
"Tyrone ""Ty"" Willingham",2006,1451.15689580642,105
"Tyrone ""Ty"" Willingham",2007,1433.59119375428,141
"Tyrone ""Ty"" Willingham",2008,1368.07250372227,171
"Urban Meyer",2005,1554.14238610904,16
"Urban Meyer",2006,1639.53374378333,1
"Urban Meyer",2007,1622.18599555498,6
"Urban Meyer",2008,1678.33270313864,2
"Urban Meyer",2009,1706.28474590427,1
"Urban Meyer",2010,1646.81322449249,7
"Urban Meyer",2012,1677.62836370689,4
"Urban Meyer",2013,1674.64168619324,4
"Urban Meyer",2014,1723.91604818019,1
"Urban Meyer",2015,1729.84500195399,2
"Vic Koenning",2011,1506.65679828291,89
"Walt Harris",2005,1501.28504220974,60
"Walt Harris",2006,1421.44933363815,127
"Will Muschamp",2011,1501.55983229288,102
"Will Muschamp",2012,1587.75446961162,26
"Will Muschamp",2013,1526.93856591724,71
"Will Muschamp",2014,1542.89747484123,53
"Willie Fritz",2014,1532.88598133101,70
"Willie Fritz",2015,1541.75540828263,58
"Willie Taggart",2010,1414.45264581951,207
"Willie Taggart",2011,1475.88943507606,167
"Willie Taggart",2012,1483.87157807781,165
"Willie Taggart",2013,1435.09065531608,253
"Willie Taggart",2014,1427.65879662749,281
"Willie Taggart",2015,1484.91826185511,216
