"date","coach","coach2","coach_win","coach_margin","year","han"
16326,"Matt Wells","Dave Clawson",1,12,2014,"Home"
16331,"Gus Malzahn","Bill Snyder",1,6,2014,"Away"
16332,"Bob Diaco","Willie Taggart",0,-3,2014,"Home"
16333,"Terry Bowden","John ""Doc"" Holliday",0,-31,2014,"Away"
16333,"Nick L. Saban","D.J. Durkin",1,21,2014,"Home"
16333,"Nick L. Saban","Will Muschamp",1,21,2014,"Home"
16333,"Scott Satterfield","Todd Monken",0,-1,2014,"Home"
16333,"Rich Rodriguez","Sonny Dykes",1,4,2014,"Home"
16333,"Bret Bielema","Rod Carey",1,38,2014,"Home"
16333,"Blake Anderson","Matt Wells",1,7,2014,"Home"
16333,"Jeff Monken","Dave Clawson",0,-3,2014,"Home"
16333,"Pete Lembo","Matt Campbell",0,-11,2014,"Home"
16333,"Bryan Harsin","Mark Hudspeth",1,25,2014,"Home"
16333,"Dino Babers","Barry Alvarez",0,-51,2014,"Home"
16333,"Dino Babers","Gary Andersen",0,-51,2014,"Home"
16333,"Bronco Mendenhall","Mike London",1,8,2014,"Home"
16333,"Dan Enos","Charlie Weis",0,-14,2014,"Home"
16333,"Dan Enos","Clint Bowen",0,-14,2014,"Home"
16333,"Tommy Tuberville","Chuck Martin",1,7,2014,"Home"
16333,"Dabo Swinney","Jimbo Fisher",0,-6,2014,"Home"
16333,"Mike MacIntyre","Norm Chow",1,9,2014,"Home"
16333,"David Cutcliffe","Curtis Johnson",1,34,2014,"Home"
16333,"Ruffin McNeill","Larry Fedora",1,29,2014,"Home"
16333,"Chris Creighton","Mark Dantonio",0,-59,2014,"Home"
16333,"Charlie Partridge","Craig Bohl",0,-1,2014,"Home"
16333,"Ron Turner","Bobby ""Bob"" Petrino",0,-31,2014,"Away"
16333,"Mark Richt","Larry Blakeney",1,66,2014,"Home"
16333,"Willie Fritz","Joey Jones",1,22,2014,"Away"
16333,"Trent Miles","Chris Petersen",0,-31,2014,"Home"
16333,"Paul Johnson","Frank Beamer",1,3,2014,"Away"
16333,"Tony Levine","Bobby Hauck",1,33,2014,"Home"
16333,"Paul Petrino","Frank Solich",0,-12,2014,"Home"
16333,"Tim Beckman","Dennis Franchione",1,7,2014,"Home"
16333,"Kevin Wilson","Gary Pinkel",1,4,2014,"Away"
16333,"Kirk Ferentz","Paul Chryst",1,4,2014,"Away"
16333,"Les Miles","Dan Mullen",0,-5,2014,"Away"
16333,"Randy Edsall","Scott Shafer",1,14,2014,"Away"
16333,"Mark Whipple","James Franklin",0,-41,2014,"Home"
16333,"Justin Fuente","Rick Stockstill",1,19,2014,"Home"
16333,"Al Golden","Barney Cotton",0,-10,2014,"Home"
16333,"Al Golden","Bo Pelini",0,-10,2014,"Home"
16333,"Brady Hoke","Kyle Whittingham",0,-16,2014,"Away"
16333,"Jerry Kill","Ron Caragher",1,17,2014,"Home"
16333,"Ken Niumatalolo","Kyle Flood",0,-7,2014,"Away"
16333,"Bob Davie","Doug Martin",1,3,2014,"Away"
16333,"Bob Stoops","Dana Holgorsen",1,12,2014,"Away"
16333,"Bobby Wilder","David Bailiff",1,3,2014,"Away"
16333,"Mark Helfrich","Mike Leach",1,7,2014,"Away"
16333,"Mike Riley","Rocky Long",1,21,2014,"Home"
16333,"Steve Spurrier","Derek Mason",1,14,2014,"Away"
16333,"June Jones","Kevin Sumlin",0,-52,2014,"Away"
16333,"Tom Mason","Kevin Sumlin",0,-52,2014,"Away"
16338,"Scott Satterfield","Willie Fritz",0,-20,2014,"Home"
16338,"Todd Graham","Jim L. Mora",0,-35,2014,"Away"
16338,"Mike Gundy","Kliff Kingsbury",1,10,2014,"Home"
16339,"Tim DeRuyter","Bob Davie",1,11,2014,"Away"
16339,"Rick Stockstill","Bobby Wilder",1,13,2014,"Away"
16340,"Troy Calhoun","Bryan Harsin",1,14,2014,"Home"
16340,"Terry Bowden","Paul Chryst",1,11,2014,"Away"
16340,"Bret Bielema","Kevin Sumlin",0,-7,2014,"Neutral"
16340,"Gus Malzahn","Skip Holtz",1,28,2014,"Home"
16340,"Art Briles","Paul Rhoads",1,21,2014,"Away"
16340,"Steve Addazio","Dave Baldwin",0,-3,2014,"Away"
16340,"Steve Addazio","Jim McElwain",0,-3,2014,"Away"
16340,"Dino Babers","Mark Whipple",1,5,2014,"Neutral"
16340,"Alex Wood","Chuck Martin",1,8,2014,"Home"
16340,"Jeff Quinn","Chuck Martin",1,8,2014,"Home"
16340,"Sonny Dykes","Mike MacIntyre",1,3,2014,"Home"
16340,"Dan Enos","Matt Campbell",0,-14,2014,"Home"
16340,"Tommy Tuberville","Urban Meyer",0,-22,2014,"Home"
16340,"Dabo Swinney","Larry Fedora",1,15,2014,"Home"
16340,"Bob Diaco","Matt Rhule",0,-26,2014,"Away"
16340,"David Cutcliffe","Al Golden",0,-12,2014,"Home"
16340,"Charlie Partridge","Larry Coker",1,4,2014,"Home"
16340,"Jimbo Fisher","Dave Doeren",1,15,2014,"Away"
16340,"Mark Richt","Butch Jones",1,3,2014,"Home"
16340,"Paul Petrino","Joey Jones",0,-24,2014,"Away"
16340,"Tim Beckman","Barney Cotton",0,-31,2014,"Home"
16340,"Tim Beckman","Bo Pelini",0,-31,2014,"Home"
16340,"Kevin Wilson","Randy Edsall",0,-22,2014,"Away"
16340,"Kirk Ferentz","Darrell Hazell",1,14,2014,"Away"
16340,"Charlie Weis","Charlie Strong",0,-23,2014,"Away"
16340,"Clint Bowen","Charlie Strong",0,-23,2014,"Away"
16340,"Bill Snyder","Sean Kugler",1,30,2014,"Home"
16340,"Paul Haynes","Mike London",0,-32,2014,"Home"
16340,"Mark Stoops","Derek Mason",1,10,2014,"Home"
16340,"Todd Berry","Larry Blakeney",1,2,2014,"Home"
16340,"Les Miles","Doug Martin",1,56,2014,"Home"
16340,"Bobby ""Bob"" Petrino","Dave Clawson",1,10,2014,"Home"
16340,"Justin Fuente","Hugh Freeze",0,-21,2014,"Home"
16340,"Brady Hoke","Jerry Kill",0,-16,2014,"Away"
16340,"Mark Dantonio","Craig Bohl",1,42,2014,"Home"
16340,"Gary Pinkel","Steve Spurrier",1,1,2014,"Away"
16340,"Ken Niumatalolo","Jeff Brohm",0,-9,2014,"Away"
16340,"Brian Polian","Ron Caragher",1,11,2014,"Away"
16340,"Bobby Hauck","Rocky Long",0,-17,2014,"Home"
16340,"Pat Fitzgerald","James Franklin",1,23,2014,"Away"
16340,"Brian Kelly","Scott Shafer",1,16,2014,"Neutral"
16340,"Mike Riley","Steve Sarkisian",0,-25,2014,"Home"
16340,"David Bailiff","Todd Monken",1,18,2014,"Away"
16340,"Kyle Flood","Curtis Johnson",1,25,2014,"Home"
16340,"Willie Taggart","Barry Alvarez",0,-17,2014,"Home"
16340,"Willie Taggart","Gary Andersen",0,-17,2014,"Home"
16340,"June Jones","Gary Patterson",0,-56,2014,"Away"
16340,"Tom Mason","Gary Patterson",0,-56,2014,"Away"
16340,"David Shaw","Chris Petersen",1,7,2014,"Away"
16340,"Dennis Franchione","Bill Blankenship",1,3,2014,"Away"
16340,"Kyle Whittingham","Mike Leach",0,-1,2014,"Away"
16340,"Frank Beamer","Phillip John ""PJ"" Fleck",1,18,2014,"Home"
16345,"Rich Rodriguez","Mark Helfrich",1,7,2014,"Away"
16345,"George O'Leary","Tony Levine",1,5,2014,"Away"
16345,"Charlie Partridge","Ron Turner",0,-28,2014,"Home"
16346,"Bronco Mendenhall","Matt Wells",0,-15,2014,"Away"
16346,"Tim DeRuyter","Rocky Long",1,11,2014,"Home"
16346,"Bobby ""Bob"" Petrino","Scott Shafer",1,22,2014,"Away"
16347,"Troy Calhoun","Ken Niumatalolo",1,9,2014,"Home"
16347,"Terry Bowden","Chris Creighton",1,25,2014,"Home"
16347,"Nick L. Saban","Hugh Freeze",0,-6,2014,"Home"
16347,"Scott Satterfield","Joey Jones",0,-26,2014,"Away"
16347,"Todd Graham","Steve Sarkisian",1,4,2014,"Away"
16347,"Blake Anderson","Todd Berry",1,14,2014,"Home"
16347,"Jeff Monken","Pete Lembo",1,9,2014,"Home"
16347,"Gus Malzahn","Les Miles",1,34,2014,"Home"
16347,"Art Briles","Charlie Strong",1,21,2014,"Away"
16347,"Bryan Harsin","Brian Polian",1,5,2014,"Away"
16347,"Dino Babers","Alex Wood",1,1,2014,"Home"
16347,"Dino Babers","Jeff Quinn",1,1,2014,"Home"
16347,"Sonny Dykes","Mike Leach",1,1,2014,"Away"
16347,"Dan Enos","Frank Solich",1,18,2014,"Home"
16347,"Tommy Tuberville","Justin Fuente",0,-27,2014,"Away"
16347,"Dabo Swinney","Dave Doeren",1,41,2014,"Home"
16347,"Mike MacIntyre","Mike Riley",0,-5,2014,"Away"
16347,"Dave Baldwin","Bill Blankenship",1,25,2014,"Home"
16347,"Jim McElwain","Bill Blankenship",1,25,2014,"Home"
16347,"Ruffin McNeill","June Jones",1,21,2014,"Home"
16347,"Ruffin McNeill","Tom Mason",1,21,2014,"Home"
16347,"D.J. Durkin","Butch Jones",1,1,2014,"Away"
16347,"Will Muschamp","Butch Jones",1,1,2014,"Away"
16347,"Jimbo Fisher","Dave Clawson",1,40,2014,"Home"
16347,"Mark Richt","Derek Mason",1,27,2014,"Home"
16347,"Willie Fritz","Doug Martin",1,8,2014,"Away"
16347,"Trent Miles","Mark Hudspeth",0,-3,2014,"Home"
16347,"Paul Johnson","Al Golden",1,11,2014,"Home"
16347,"Norm Chow","David Bailiff",0,-14,2014,"Home"
16347,"Paul Petrino","Dennis Franchione",0,-5,2014,"Home"
16347,"Tim Beckman","Darrell Hazell",0,-11,2014,"Away"
16347,"Kevin Wilson","Dan McCarney",1,25,2014,"Home"
16347,"Paul Rhoads","Mike Gundy",0,-17,2014,"Home"
16347,"Charlie Weis","Dana Holgorsen",0,-19,2014,"Home"
16347,"Clint Bowen","Dana Holgorsen",0,-19,2014,"Home"
16347,"Bill Snyder","Kliff Kingsbury",1,32,2014,"Home"
16347,"Paul Haynes","Rod Carey",0,-3,2014,"Home"
16347,"Mark Stoops","Steve Spurrier",1,7,2014,"Home"
16347,"Skip Holtz","Sean Kugler",1,52,2014,"Home"
16347,"John ""Doc"" Holliday","Bobby Wilder",1,42,2014,"Away"
16347,"Randy Edsall","Urban Meyer",0,-28,2014,"Away"
16347,"Mark Whipple","Chuck Martin",0,-1,2014,"Home"
16347,"Brady Hoke","Kyle Flood",0,-2,2014,"Home"
16347,"Mark Dantonio","Barney Cotton",1,5,2014,"Home"
16347,"Mark Dantonio","Bo Pelini",1,5,2014,"Home"
16347,"Rick Stockstill","Todd Monken",1,6,2014,"Home"
16347,"Dan Mullen","Kevin Sumlin",1,17,2014,"Home"
16347,"Bobby Hauck","Ron Caragher",0,-23,2014,"Home"
16347,"Bob Davie","Larry Coker",1,12,2014,"Away"
16347,"Larry Fedora","Frank Beamer",0,-17,2014,"Away"
16347,"Pat Fitzgerald","Barry Alvarez",1,6,2014,"Home"
16347,"Pat Fitzgerald","Gary Andersen",1,6,2014,"Home"
16347,"Brian Kelly","David Shaw",1,3,2014,"Home"
16347,"Bob Stoops","Gary Patterson",0,-4,2014,"Home"
16347,"Paul Chryst","Mike London",0,-5,2014,"Home"
16347,"Matt Campbell","Phillip John ""PJ"" Fleck",1,1,2014,"Away"
16347,"Jim L. Mora","Kyle Whittingham",0,-2,2014,"Away"
16352,"Bronco Mendenhall","George O'Leary",0,-7,2014,"Home"
16353,"Tim DeRuyter","Bobby Hauck",0,-3,2014,"Home"
16353,"Bob Davie","Rocky Long",0,-10,2014,"Away"
16353,"David Shaw","Mike Leach",1,17,2014,"Home"
16354,"Troy Calhoun","Matt Wells",0,-18,2014,"Home"
16354,"Terry Bowden","Chuck Martin",1,10,2014,"Home"
16354,"Nick L. Saban","Bret Bielema",1,1,2014,"Away"
16354,"Rich Rodriguez","Steve Sarkisian",0,-2,2014,"Away"
16354,"Blake Anderson","Trent Miles",1,42,2014,"Away"
16354,"Jeff Monken","David Bailiff",0,-20,2014,"Away"
16354,"Gus Malzahn","Dan Mullen",0,-15,2014,"Home"
16354,"Pete Lembo","Phillip John ""PJ"" Fleck",0,-4,2014,"Away"
16354,"Art Briles","Gary Patterson",1,3,2014,"Home"
16354,"Steve Addazio","Dave Doeren",1,16,2014,"Away"
16354,"Dino Babers","Frank Solich",1,18,2014,"Away"
16354,"Alex Wood","Chris Creighton",0,-10,2014,"Home"
16354,"Jeff Quinn","Chris Creighton",0,-10,2014,"Home"
16354,"Sonny Dykes","Chris Petersen",0,-24,2014,"Away"
16354,"Dan Enos","Rod Carey",1,17,2014,"Away"
16354,"Tommy Tuberville","Al Golden",0,-21,2014,"Home"
16354,"Dabo Swinney","Bobby ""Bob"" Petrino",1,6,2014,"Home"
16354,"Dave Baldwin","Brian Polian",1,7,2014,"Away"
16354,"Jim McElwain","Brian Polian",1,7,2014,"Away"
16354,"Bob Diaco","Curtis Johnson",0,-9,2014,"Home"
16354,"David Cutcliffe","Paul Johnson",1,6,2014,"Away"
16354,"Ruffin McNeill","Willie Taggart",1,11,2014,"Away"
16354,"D.J. Durkin","Les Miles",0,-3,2014,"Away"
16354,"Will Muschamp","Les Miles",0,-3,2014,"Away"
16354,"Ron Turner","Larry Coker",0,-3,2014,"Home"
16354,"Jimbo Fisher","Scott Shafer",1,18,2014,"Away"
16354,"Mark Richt","Gary Pinkel",1,34,2014,"Away"
16354,"Willie Fritz","Paul Petrino",1,23,2014,"Home"
16354,"Norm Chow","Craig Bohl",1,10,2014,"Home"
16354,"Tony Levine","Justin Fuente",1,4,2014,"Away"
16354,"Tim Beckman","Barry Alvarez",0,-10,2014,"Home"
16354,"Tim Beckman","Gary Andersen",0,-10,2014,"Home"
16354,"Kevin Wilson","Kirk Ferentz",0,-16,2014,"Home"
16354,"Paul Rhoads","Matt Campbell",1,7,2014,"Home"
16354,"Charlie Weis","Mike Gundy",0,-7,2014,"Away"
16354,"Clint Bowen","Mike Gundy",0,-7,2014,"Away"
16354,"Paul Haynes","Mark Whipple",0,-23,2014,"Away"
16354,"Mark Stoops","Todd Berry",1,34,2014,"Home"
16354,"John ""Doc"" Holliday","Rick Stockstill",1,25,2014,"Home"
16354,"Brady Hoke","James Franklin",1,5,2014,"Home"
16354,"Mark Dantonio","Darrell Hazell",1,14,2014,"Away"
16354,"Jerry Kill","Pat Fitzgerald",1,7,2014,"Home"
16354,"Hugh Freeze","Kevin Sumlin",1,15,2014,"Away"
16354,"Doug Martin","Larry Blakeney",0,-17,2014,"Home"
16354,"Larry Fedora","Brian Kelly",0,-7,2014,"Home"
16354,"Bob Stoops","Charlie Strong",1,5,2014,"Away"
16354,"Bobby Wilder","Sean Kugler",0,-7,2014,"Home"
16354,"Mark Helfrich","Jim L. Mora",1,12,2014,"Away"
16354,"Matt Rhule","Bill Blankenship",1,11,2014,"Home"
16354,"Kliff Kingsbury","Dana Holgorsen",0,-3,2014,"Away"
16357,"Mark Hudspeth","Dennis Franchione",1,24,2014,"Away"
16359,"Mike Riley","Kyle Whittingham",0,-6,2014,"Away"
16359,"Paul Chryst","Frank Beamer",1,5,2014,"Home"
16360,"Bryan Harsin","Tim DeRuyter",1,10,2014,"Home"
16360,"Tony Levine","Matt Rhule",1,21,2014,"Home"
16361,"Troy Calhoun","Bob Davie",1,4,2014,"Home"
16361,"Terry Bowden","Frank Solich",0,-3,2014,"Home"
16361,"Nick L. Saban","Kevin Sumlin",1,59,2014,"Home"
16361,"Scott Satterfield","Larry Blakeney",1,39,2014,"Away"
16361,"Todd Graham","David Shaw",1,16,2014,"Home"
16361,"Bret Bielema","Mark Richt",0,-13,2014,"Neutral"
16361,"Jeff Monken","Paul Haynes",0,-22,2014,"Home"
16361,"Pete Lembo","Dan Enos",1,3,2014,"Away"
16361,"Art Briles","Dana Holgorsen",0,-14,2014,"Home"
16361,"Steve Addazio","Dabo Swinney",0,-4,2014,"Away"
16361,"Dino Babers","Phillip John ""PJ"" Fleck",0,-12,2014,"Away"
16361,"Bronco Mendenhall","Brian Polian",0,-7,2014,"Away"
16361,"Sonny Dykes","Jim L. Mora",0,-2,2014,"Away"
16361,"George O'Leary","Curtis Johnson",1,7,2014,"Home"
16361,"Tommy Tuberville","June Jones",1,38,2014,"Away"
16361,"Tommy Tuberville","Tom Mason",1,38,2014,"Away"
16361,"Mike MacIntyre","Steve Sarkisian",0,-28,2014,"Home"
16361,"Dave Baldwin","Matt Wells",1,3,2014,"Home"
16361,"Jim McElwain","Matt Wells",1,3,2014,"Home"
16361,"David Cutcliffe","Mike London",1,7,2014,"Home"
16361,"Chris Creighton","Mark Whipple",0,-22,2014,"Neutral"
16361,"D.J. Durkin","Gary Pinkel",0,-29,2014,"Away"
16361,"Will Muschamp","Gary Pinkel",0,-29,2014,"Away"
16361,"Charlie Partridge","Jeff Brohm",1,7,2014,"Home"
16361,"Ron Turner","John ""Doc"" Holliday",0,-32,2014,"Away"
16361,"Jimbo Fisher","Brian Kelly",1,4,2014,"Home"
16361,"Trent Miles","Joey Jones",0,-3,2014,"Home"
16361,"Paul Johnson","Larry Fedora",0,-5,2014,"Home"
16361,"Norm Chow","Rocky Long",0,-10,2014,"Home"
16361,"Paul Petrino","Doug Martin",1,12,2014,"Home"
16361,"Kevin Wilson","Mark Dantonio",0,-39,2014,"Away"
16361,"Kirk Ferentz","Randy Edsall",0,-7,2014,"Home"
16361,"Paul Rhoads","Charlie Strong",0,-3,2014,"Home"
16361,"Charlie Weis","Kliff Kingsbury",0,-13,2014,"Home"
16361,"Clint Bowen","Kliff Kingsbury",0,-13,2014,"Home"
16361,"Bill Snyder","Bob Stoops",1,1,2014,"Away"
16361,"Mark Stoops","Les Miles",0,-38,2014,"Home"
16361,"Skip Holtz","Larry Coker",1,7,2014,"Home"
16361,"Bobby ""Bob"" Petrino","Dave Doeren",1,12,2014,"Home"
16361,"Chuck Martin","Rod Carey",0,-10,2014,"Home"
16361,"Jerry Kill","Darrell Hazell",1,1,2014,"Home"
16361,"Hugh Freeze","Butch Jones",1,31,2014,"Home"
16361,"Barney Cotton","Pat Fitzgerald",1,21,2014,"Away"
16361,"Bo Pelini","Pat Fitzgerald",1,21,2014,"Away"
16361,"Dan McCarney","Todd Monken",0,-10,2014,"Away"
16361,"Urban Meyer","Kyle Flood",1,39,2014,"Home"
16361,"Mike Gundy","Gary Patterson",0,-33,2014,"Home"
16361,"Mark Helfrich","Chris Petersen",1,25,2014,"Home"
16361,"Ron Caragher","Craig Bohl",1,7,2014,"Away"
16361,"Willie Taggart","Bill Blankenship",1,8,2014,"Away"
16361,"Scott Shafer","Dave Clawson",1,23,2014,"Away"
16364,"Blake Anderson","Mark Hudspeth",0,-15,2014,"Home"
16366,"Bob Diaco","Ruffin McNeill",0,-10,2014,"Home"
16366,"Al Golden","Frank Beamer",1,24,2014,"Away"
16367,"Bryan Harsin","Bronco Mendenhall",1,25,2014,"Home"
16367,"Sonny Dykes","Mark Helfrich",0,-18,2014,"Away"
16367,"Tommy Tuberville","Willie Taggart",1,17,2014,"Home"
16367,"Joey Jones","Larry Blakeney",1,14,2014,"Home"
16368,"Terry Bowden","Pete Lembo",0,-14,2014,"Home"
16368,"Nick L. Saban","Butch Jones",1,14,2014,"Away"
16368,"Rich Rodriguez","Mike Leach",1,22,2014,"Away"
16368,"Todd Graham","Chris Petersen",1,14,2014,"Away"
16368,"Gus Malzahn","Steve Spurrier",1,7,2014,"Home"
16368,"Steve Addazio","Dave Clawson",1,6,2014,"Away"
16368,"Alex Wood","Dan Enos",0,-6,2014,"Away"
16368,"Jeff Quinn","Dan Enos",0,-6,2014,"Away"
16368,"George O'Leary","Matt Rhule",1,20,2014,"Home"
16368,"Dabo Swinney","Scott Shafer",1,10,2014,"Home"
16368,"Mike MacIntyre","Jim L. Mora",0,-3,2014,"Away"
16368,"Dave Baldwin","Craig Bohl",1,14,2014,"Home"
16368,"Jim McElwain","Craig Bohl",1,14,2014,"Home"
16368,"Chris Creighton","Rod Carey",0,-11,2014,"Away"
16368,"Charlie Partridge","John ""Doc"" Holliday",0,-19,2014,"Home"
16368,"Willie Fritz","Trent Miles",1,38,2014,"Away"
16368,"Paul Johnson","Paul Chryst",1,28,2014,"Away"
16368,"Norm Chow","Brian Polian",0,-8,2014,"Away"
16368,"Tim Beckman","Jerry Kill",1,4,2014,"Home"
16368,"Bill Snyder","Charlie Strong",1,23,2014,"Home"
16368,"Paul Haynes","Chuck Martin",0,-7,2014,"Home"
16368,"Mark Stoops","Dan Mullen",0,-14,2014,"Away"
16368,"Todd Berry","Dennis Franchione",0,-4,2014,"Away"
16368,"Les Miles","Hugh Freeze",1,3,2014,"Home"
16368,"Skip Holtz","Todd Monken",1,11,2014,"Away"
16368,"Randy Edsall","Barry Alvarez",0,-45,2014,"Home"
16368,"Randy Edsall","Gary Andersen",0,-45,2014,"Home"
16368,"Mark Whipple","Matt Campbell",0,-7,2014,"Home"
16368,"Justin Fuente","June Jones",1,38,2014,"Away"
16368,"Justin Fuente","Tom Mason",1,38,2014,"Away"
16368,"Brady Hoke","Mark Dantonio",0,-24,2014,"Home"
16368,"Gary Pinkel","Derek Mason",1,10,2014,"Home"
16368,"Ken Niumatalolo","Ron Caragher",1,10,2014,"Home"
16368,"Barney Cotton","Kyle Flood",1,18,2014,"Home"
16368,"Bo Pelini","Kyle Flood",1,18,2014,"Home"
16368,"Bobby Hauck","Matt Wells",0,-14,2014,"Home"
16368,"Larry Fedora","Mike London",1,1,2014,"Away"
16368,"Dan McCarney","David Bailiff",0,-20,2014,"Home"
16368,"Frank Solich","Phillip John ""PJ"" Fleck",0,-21,2014,"Home"
16368,"Urban Meyer","James Franklin",1,7,2014,"Away"
16368,"Mike Gundy","Dana Holgorsen",0,-24,2014,"Away"
16368,"Bobby Wilder","Jeff Brohm",0,-15,2014,"Home"
16368,"Mike Riley","David Shaw",0,-24,2014,"Home"
16368,"Steve Sarkisian","Kyle Whittingham",0,-3,2014,"Home"
16368,"Sean Kugler","Larry Coker",1,34,2014,"Away"
16368,"Gary Patterson","Kliff Kingsbury",1,55,2014,"Home"
16373,"Jimbo Fisher","Bobby ""Bob"" Petrino",1,11,2014,"Away"
16373,"Willie Fritz","Larry Blakeney",1,32,2014,"Home"
16374,"Tommy Tuberville","Curtis Johnson",1,24,2014,"Away"
16374,"Justin Fuente","Bill Blankenship",1,20,2014,"Home"
16375,"Troy Calhoun","Jeff Monken",1,17,2014,"Away"
16375,"Scott Satterfield","Trent Miles",1,44,2014,"Home"
16375,"Rich Rodriguez","Jim L. Mora",0,-10,2014,"Home"
16375,"Todd Graham","Kyle Whittingham",1,3,2014,"Home"
16375,"Bret Bielema","Dan Mullen",0,-7,2014,"Home"
16375,"Blake Anderson","Paul Petrino",1,16,2014,"Away"
16375,"Gus Malzahn","Hugh Freeze",1,4,2014,"Away"
16375,"Art Briles","Charlie Weis",1,46,2014,"Home"
16375,"Art Briles","Clint Bowen",1,46,2014,"Home"
16375,"Steve Addazio","Frank Beamer",1,2,2014,"Away"
16375,"Bronco Mendenhall","Rick Stockstill",1,20,2014,"Away"
16375,"Sonny Dykes","Mike Riley",1,14,2014,"Away"
16375,"George O'Leary","Bob Diaco",0,-8,2014,"Home"
16375,"Dan Enos","Chris Creighton",1,31,2014,"Away"
16375,"Mike MacIntyre","Chris Petersen",0,-15,2014,"Away"
16375,"Dave Baldwin","Ron Caragher",1,7,2014,"Away"
16375,"Jim McElwain","Ron Caragher",1,7,2014,"Away"
16375,"David Cutcliffe","Paul Chryst",1,3,2014,"Away"
16375,"Ruffin McNeill","Matt Rhule",0,-10,2014,"Home"
16375,"D.J. Durkin","Mark Richt",1,18,2014,"Neutral"
16375,"Will Muschamp","Mark Richt",1,18,2014,"Neutral"
16375,"Ron Turner","David Bailiff",0,-14,2014,"Away"
16375,"Tim DeRuyter","Craig Bohl",0,-28,2014,"Away"
16375,"Paul Johnson","Mike London",1,25,2014,"Home"
16375,"Norm Chow","Matt Wells",0,-21,2014,"Away"
16375,"Tony Levine","Willie Taggart",1,24,2014,"Away"
16375,"Tim Beckman","Urban Meyer",0,-41,2014,"Home"
16375,"Kevin Wilson","Brady Hoke",0,-24,2014,"Home"
16375,"Kirk Ferentz","Pat Fitzgerald",1,41,2014,"Home"
16375,"Paul Rhoads","Bob Stoops",0,-45,2014,"Away"
16375,"Bill Snyder","Mike Gundy",1,34,2014,"Home"
16375,"Mark Stoops","Gary Pinkel",0,-10,2014,"Home"
16375,"Mark Hudspeth","Joey Jones",1,10,2014,"Home"
16375,"Todd Berry","Kevin Sumlin",0,-5,2014,"Home"
16375,"Skip Holtz","Jeff Brohm",1,49,2014,"Home"
16375,"Randy Edsall","James Franklin",1,1,2014,"Away"
16375,"Al Golden","Larry Fedora",1,27,2014,"Home"
16375,"Chuck Martin","Phillip John ""PJ"" Fleck",0,-31,2014,"Away"
16375,"Ken Niumatalolo","Brian Kelly",0,-10,2014,"Neutral"
16375,"Barney Cotton","Darrell Hazell",1,21,2014,"Home"
16375,"Bo Pelini","Darrell Hazell",1,21,2014,"Home"
16375,"Brian Polian","Rocky Long",1,16,2014,"Home"
16375,"Bobby Hauck","Bob Davie",0,-3,2014,"Away"
16375,"Doug Martin","Dennis Franchione",0,-8,2014,"Away"
16375,"Dave Doeren","Scott Shafer",1,7,2014,"Away"
16375,"Bobby Wilder","Derek Mason",0,-14,2014,"Home"
16375,"Mark Helfrich","David Shaw",1,29,2014,"Home"
16375,"Kyle Flood","Barry Alvarez",0,-37,2014,"Away"
16375,"Kyle Flood","Gary Andersen",0,-37,2014,"Away"
16375,"Steve Spurrier","Butch Jones",0,-3,2014,"Away"
16375,"Steve Sarkisian","Mike Leach",1,27,2014,"Away"
16375,"Todd Monken","Sean Kugler",0,-21,2014,"Home"
16375,"Charlie Strong","Kliff Kingsbury",1,21,2014,"Away"
16375,"Gary Patterson","Dana Holgorsen",1,1,2014,"Away"
16378,"Terry Bowden","Dino Babers",0,-17,2014,"Away"
16378,"Paul Haynes","Matt Campbell",0,-10,2014,"Away"
16379,"Pete Lembo","Rod Carey",0,-14,2014,"Away"
16379,"Alex Wood","Frank Solich",0,-23,2014,"Home"
16379,"Jeff Quinn","Frank Solich",0,-23,2014,"Home"
16380,"Dabo Swinney","Dave Clawson",1,14,2014,"Away"
16381,"Justin Fuente","Matt Rhule",1,3,2014,"Away"
16381,"Matt Wells","Craig Bohl",1,17,2014,"Away"
16382,"Troy Calhoun","Bobby Hauck",1,27,2014,"Away"
16382,"Nick L. Saban","Les Miles",1,7,2014,"Away"
16382,"Scott Satterfield","Todd Berry",1,2,2014,"Home"
16382,"Rich Rodriguez","Mike MacIntyre",1,18,2014,"Home"
16382,"Todd Graham","Brian Kelly",1,24,2014,"Home"
16382,"Blake Anderson","Joey Jones",1,35,2014,"Home"
16382,"Jeff Monken","Bob Diaco",1,14,2014,"Neutral"
16382,"Gus Malzahn","Kevin Sumlin",0,-3,2014,"Away"
16382,"Art Briles","Bob Stoops",1,34,2014,"Away"
16382,"Bryan Harsin","Bob Davie",1,11,2014,"Away"
16382,"Steve Addazio","Bobby ""Bob"" Petrino",0,-19,2014,"Away"
16382,"Dave Baldwin","Norm Chow",1,27,2014,"Home"
16382,"Jim McElwain","Norm Chow",1,27,2014,"Home"
16382,"David Cutcliffe","Scott Shafer",1,17,2014,"Away"
16382,"D.J. Durkin","Derek Mason",1,24,2014,"Away"
16382,"Will Muschamp","Derek Mason",1,24,2014,"Away"
16382,"Charlie Partridge","Dan McCarney",0,-21,2014,"Home"
16382,"Ron Turner","Bobby Wilder",0,-3,2014,"Home"
16382,"Jimbo Fisher","Mike London",1,14,2014,"Home"
16382,"Tim DeRuyter","Ron Caragher",1,14,2014,"Home"
16382,"Mark Richt","Mark Stoops",1,32,2014,"Away"
